EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg10068	argg	b3172	argininosuccinate synthetase (argg) [6.3.4.5] {escherichia coli k12-mg1655}                                                          	49880.495	447	30.263	16	0	1	66	8.95E-04	1817	16	0	1	43	6.41E-04	1308	1562	3000494	55	23%	883	23	57.9	7.90E-206	195230000	19220	1279	875	24	63.1	2.76E-165	99945000	15825.33333	1165	1222	2346313	24	7%	239	1132	238 (52)	44 (15)	1.96	0.000722235	1466	337	677	186 (30)	42 (14)	1.44	0.000544901	1112	1289	2475456	43(15)	19%	cog0137;argininosuccinate synthase	[E]	27	19	13	39	0.378180216	0.917207639	yes
eg13809	lsrb	b1516	putative laci-type transcriptional regulator {escherichia coli k12-mg1655}                                                          	36666.902	340	16.15716667	527	0	1	65	0.001650286	3349	515	0	1	47	0.001312073	2678	3014	4399120	56	16%	445	13	62.6	1.82E-273	247320000	44372	2952	440	12	57.1	1.55E-191	126830000	36268	2669	2811	4102904	13	7%	143	1855	145 (75)	31 (12)	2.65	0.000976491	1982	216	1147	108 (50)	27 (10)	1.82	0.000688695	1406	1694	2472407	29(11)	24%	cog1879;abc-type sugar transport system, periplasmic component	[G]	10	26	15	28	0.275598867		
eg12712	luxs	b2687	orf, hypothetical protein (ygag) {escherichia coli k12-mg1655}                                                          	19398.273	171	11.656	460	0	1	42	0.001478124	3000	460	0	1	35	0.001354391	2764	2882	2109766	39	6%	774	11	84.8	2.10E-125	278880000	48730.66667	3242	769	9	55.6	2.60E-78	138500000	38818.66667	2857	3050	2232350	10	9%	369	660	105 (39)	23 (10)	5.74	0.002115115	4293	458	457	109 (25)	19 (8)	3.18	0.001203324	2456	3374	2470117	21(9)	38%	cog1854;luxs protein involved in autoinducer ai2 synthesis	[T]	10	6	9	16	0.354095953		
eg12336	yaeh	b0163	putative structural protein (yaeh) {escherichia coli k12-mg1655}                                                          	15078.166	128	14.26480952	423	0	1	31	8.91E-04	1808	422	0	1	37	0.001169933	2388	2098	1147352	34	20%	62	15	82.8	6.83E-118	244820000	50149.33333	3337	62	14	78.1	6.08E-131	138640000	44194.66667	3253	3295	1801694	15	2%	610	316	141 (22)	30 (9)	5.22	0.001923502	3904	564	338	147 (26)	30 (9)	6.62	0.002505033	5113	4508	2465400	30(9)	19%			10	14	3	16	0.332769974		
eg13755	ydcl	b1431	orf, hypothetical protein {escherichia coli k12-mg1655}                                                           	24409.004	222	11.54088095	521	0	1	57	0.002026036	4112	509	0	1	43	0.001680563	3430	3771	3588567	50	13%	425	11	69.4	2.59E-249	209860000	33201.33333	2209	418	10	62.2	5.23E-166	90682000	23848	1755	1982	1886185	11	16%	202	1316	106 (51)	22 (9)	3.63	0.001337608	2715	316	731	114 (39)	22 (8)	3.08	0.001165484	2379	2547	2423549	22(9)	9%			8	18	12	20	0.329853931		
eg14059	yegp	b2080	orf, hypothetical protein {escherichia coli k12-mg1655}                                                           	12006.286	110	10.11083333	539	0	1	31	0.001257726	2553	525	0	1	24	0.001070655	2185	2369	1111860	28	11%	604	8	59.3	9.31E-111	139080000	32264	2147	598	8	59.3	1.95E-88	82271000	29541.33333	2174	2160	1013990	8	1%	528	412	90 (27)	18 (7)	8.66	0.003191097	6477	465	449	80 (22)	15 (6)	4.83	0.00182769	3730	5103	2395321	17(7)	38%			4	10	1	14	0.281348565		
eg10421	guab	b2508	imp dehydrogenase (guab) [1.2.1.14] {escherichia coli k12-mg1655}                                                          	52004.613	488	28.72980952	101	0	1	100	0.001427836	2898	558	0	1	97	0.001522876	3108	3003	6297389	99	5%	718	19	52.9	2.47E-301	264730000	29985.33333	1995	714	19	50.6	2.09E-279	163460000	28400	2090	2043	4283356	19	3%	85	2625	291 (93)	56 (14)	1.66	0.000611688	1241	74	2896	269 (85)	50 (13)	1.35	0.000510845	1043	1142	2394890	53(14)	12%	cog0516;imp dehydrogenase/gmp reductase -!- cog2524;predicted transcriptional regulator, contains c-terminal cbs domains -!- cog0516;imp dehydrogenase/gmp reductase	[F]	33	24	16	46	0.426011487	0.211239291	yes
eg10932	sdhb	b0724	succinate dehydrogenase, iron sulfur protein (sdhb) [1.3.99.1] {escherichia coli k12-mg1655}                                                       	26751.971	238	18.36416667	273	0	1	39	8.71E-04	1768	265	0	1	32	7.86E-04	1604	1686	1720580	36	7%	212	15	60.1	0	253200000	32297.33333	2149	207	16	57.6	4.14E-245	159160000	30990.66667	2281	2215	2260293	16	4%	226.1	1203	141 (52)	29 (12)	3.98	0.001466578	2977	210	1185	127 (50)	33 (8)	2.15	0.000813568	1660	2319	2366093	31(10)	40%	cog0479;succinate dehydrogenase/fumarate reductase, fe-s protein subunit	[C]	17	11	17	22	0.298652862	43.43620084	yes
eg10057	araf	b1901	l-arabinose-binding periplasmic protein (araf) {escherichia coli k12-mg1655}                                                          	35523.002	329	24.47	12	0	1	36	6.04E-04	1226	13	0	1	40	7.37E-04	1504	1365	1927918	38	14%	562	17	62.6	1.07E-247	189430000	23096	1537	555	14	50.8	7.67E-191	99326000	19334.66667	1423	1480	2090043	16	5%	277	956	172 (38)	47 (13)	2.49	0.000917533	1862	247	993	162 (34)	46 (11)	1.92	0.000726535	1483	1673	2362215	47(12)	16%	cog1879;abc-type sugar transport system, periplasmic component	[G]	8	32	15	34	0.364044664		
eg10944	sera	b2913	d-3-phosphoglycerate dehydrogenase (sera) [1.1.1.95] {escherichia coli k12-mg1655}                                                          	44157.898	410	17.225	277	0	1	48	0.001143124	2320	268	0	1	40	0.001047433	2138	2229	3925463	44	6%	812	20	49.8	3.66E-130	299740000	36840	2451	805	21	51.7	1.09E-136	232020000	41454.66667	3051	2751	4844970	21	15%	420	566	230 (44)	39 (13)	2.15	0.000792247	1608	409	539	210 (33)	35 (11)	1.37	0.000518413	1058	1333	2347618	37(12)	29%	cog0111;phosphoglycerate dehydrogenase and related dehydrogenases	[HE]	15	23	17	29	0.351285461	2.083097247	yes
eg10871	rplj	b3985	50s ribosomal subunit protein l10 (rplj) {escherichia coli k12-mg1655}                                                        	17693.637	165	13.76554762	238	0	1	57	0.001698606	3448	232	0	1	46	0.001507265	3076	3262	2303477	52	8%	1151	11	70.3	2.02E-205	772720000	107894.6667	7179	1141	12	73.3	6.71E-184	435200000	93938.66667	6914	7046	4975843	12	3%	236	1141	255 (41)	38 (8)	3.79	0.001396566	2835	217	1146	224 (38)	37 (9)	4.7	0.001778498	3630	3232	2282478	38(9)	17%	cog0244;ribosomal protein l10	[J]	12	12	5	23	0.42255397		
eg11332	upp	b2498	uracil phosphoribosyltransferase (upp) [2.4.2.9] {escherichia coli k12-mg1655}                                                          	22515.32	208	13.83380952	344	0	1	51	0.001512306	3069	340	0	1	46	0.001499828	3061	3065	2732155	49	0%	713	10	58.5	8.65E-184	243060000	46596	3100	708	10	58.5	7.17E-174	116760000	36193.33333	2664	2882	2568808	10	11%	189	1394	141 (53)	25 (9)	4.28	0.001577124	3201	174	1386	103 (48)	23 (7)	2.48	0.000938441	1915	2558	2280162	24(8)	36%	cog0035;uracil phosphoribosyltransferase	[F]	7	16	10	16	0.398599235		
eg10164	crp	b3357	cyclic amp receptor protein (crp) {escherichia coli k12-mg1655}                                                         	23622.487	210	18.45333333	40	0	1	46	0.001022573	2075	39	0	1	49	0.001197696	2444	2260	2033820	48	12%	969	15	78.6	2.04E-140	319790000	48494.66667	3226	957	17	78.6	2.16E-129	218330000	49389.33333	3635	3431	3087486	16	8%	355	682	139 (39)	29 (9)	2.74	0.001009654	2049	327	708	130 (38)	23 (10)	3.86	0.001460638	2981	2515	2263496	26(10)	26%	cog0664;camp-binding proteins - catabolite gene activator and regulatory subunit of camp-dependent protein kinases	[T]	11	15	6	21	0.383407129		
eg10540	livk	b3458	high-affinity leucine-specific transport system; periplasmic binding protein (livk) {escherichia coli k12-mg1655}                                                      	39360.751	369	21.898	137	0	1	63	0.001180177	2395	131	0	1	33	6.80E-04	1388	1892	2997397	48	38%	1003	16	66.9	0	100880000	16398.66667	1091	990	13	46.6	2.04E-172	52918000	13781.33333	1014	1053	1668061	15	5%	16.2	1720	164 (75)	26 (14)	2.34	0.00086226	1750	13.2	985	129 (50)	36 (10)	1.42	0.000537333	1097	1423	2255463	31(12)	32%	cog0683;abc-type branched-chain amino acid transport systems, periplasmic component	[E]	11	27	15	31	0.338852295		
eg13599	yaho	b0329	orf, hypothetical protein (yaho) {escherichia coli k12-mg1655}                                                          	9877.393	91	6.548333333	513	0	1	51	0.003194851	6484							6484	2512949	51		96	5	57.1	1.57E-168	762840000	225053.3333	14973	96	5	57.1	6.46E-160	454390000	203053.3333	14944	14959	5797153	5	0%	156	1674	86 (49)	12 (4)	5.09	0.001875599	3807	147	1611	94 (54)	11 (4)	10.13	0.00383323	7823	5815	2253552	12(4)	49%			0	13	0	9	0.281439656		
eg12517	ytfq	b4227	putative laci-type transcriptional regulator (ytfq) {escherichia coli k12-mg1655}                                                         	34326.743	318	18.44130952	438	0	1	48	0.001067728	2167	438	0	1	35	8.56E-04	1747	1957	2671384	42	15%	1232	13	42.5	2.69E-146	362700000	46406.66667	3088	1218	13	42.5	3.98E-130	207820000	41302.66667	3040	3064	4181923	13	1%	271	987	190 (53)	37 (10)	2.02	0.000744344	1511	340	671	171 (48)	37 (10)	2.31	0.000874113	1784	1647	2248653	37(10)	12%	cog1879;abc-type sugar transport system, periplasmic component	[G]	8	34	12	30	0.305822377		
eg10947	sers	b0893	serine trna synthetase; also charges selenocystein trna with serine (sers) [6.1.1.11] {escherichia coli k12-mg1655}                                                   	48396.165	430	27.78480952	279	0	1	65	9.60E-04	1948	270	0	1	65	0.001055192	2154	2051	3788750	65	7%	267	19	56.3	3.93E-232	201840000	20254.66667	1348	261	18	54.4	6.84E-179	119450000	18641.33333	1372	1360	2511886	19	1%	201	1318	266 (61)	53 (15)	1.86	0.000685386	1391	243	1007	241 (46)	44 (13)	1.35	0.000510845	1043	1217	2247824	49(14)	20%	cog0172;seryl-trna synthetase	[J]	33	21	19	41	0.398641437		
eg10936	seca	b0098	preprotein translocase; secretion protein (seca) {escherichia coli k12-mg1655}                                                         	102005.289	901	62.97516667	274	0	1	58	3.78E-04	767	266	0	1	55	3.94E-04	804	786	3044747	57	3%	39	24	35.1	1.98E-289	110090000	7452.666667	496	38	25	33.9	1.84E-274	76797000	7868	579	537	2082872	25	11%	267	996	339 (48)	91 (18)	0.76	0.00028005	568	197	1244	367 (66)	101 (17)	0.76	0.000287587	587	578	2238694	96(18)	2%	cog0653;preprotein translocase subunit seca (atpase, rna helicase)	[U]	66	51	29	87	0.406979991		
eg10231	dld	b2133	d-lactate dehydrogenase, fad protein, nadh independent (dld) [1.1.1.28] {escherichia coli k12-mg1655}                                                      	64594.449	571	38.93833333	59	0	1	78	8.22E-04	1668	58	0	1	70	8.11E-04	1655	1662	4078669	74	1%	623	23	46.1	9.90E-140	130960000	10827.6	720	616	22	42.2	4.82E-135	82078000	10484	772	746	1830985	23	5%	259	1024	249 (63)	54 (15)	1.2	0.000442184	897	259	898	246 (69)	51 (15)	1.2	0.000454084	927	912	2238692	53(15)	2%	cog0277;fad/fmn-containing dehydrogenases	[C]	33	37	24	56	0.318797134		
eg10586	metg	b2114	methionine trna synthetase (metg) [6.1.1.10] {escherichia coli k12-mg1655}                                                         	76236.912	677	41.64117857	154	0	1	63	6.21E-04	1260	149	0	1	51	5.52E-04	1127	1193	3474078	57	8%	619	22	41.9	0	131980000	11099.86667	739	612	20	40.5	2.24E-290	68009000	9238	680	709	2064379	21	6%	194	1369	244 (47)	54 (14)	0.87	0.000320584	651	219	1115	210 (48)	53 (15)	1.13	0.000427596	873	762	2217126	54(15)	21%	cog0143;methionyl-trna synthetase -!- cog0073;emap domain	[J]	33	40	32	58	0.404805212		
eg10494	ilvb	b3671	acetolactate synthase i,valine-sensitive, large subunit (ilvb) [4.1.3.18] {escherichia coli k12-mg1655}                                                       	60422.817	562	19.19266667	576	0	1	52	0.001111423	2256	561	0	1	41	9.64E-04	1967	2112	5100932	47	10%	1054	18	48.4	0	119440000	14224	946	1044	17	45.9	3.72E-285	92368000	16152	1189	1068	2578856	18	16%	138	1883	206 (64)	36 (12)	1.09	0.000401651	815	225	1076	175 (53)	36 (12)	1.32	0.000499493	1019	917	2215916	36(12)	16%	cog0028;thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]	[EH]	24	18	37	33	0.315734858	4.025092947	yes
eg10872	rplk	b3983	50s ribosomal subunit protein l11 (rplk) {escherichia coli k12-mg1655}                                                        	14857.42	142	10.87297619	239	0	1	41	0.001546844	3140	233	0	1	38	0.001576379	3217	3178	1929741	40	2%	1149	7	43.7	3.90E-161	489010000	92660	6165	1139	7	43.7	3.93E-127	279490000	81722.66667	6015	6090	3697376	7	2%	223	1217	127 (43)	23 (5)	5.38	0.00198246	4024	242	1009	116 (38)	22 (5)	4.19	0.001585512	3236	3630	2203800	23(5)	15%	cog0080;ribosomal protein l11	[J]	4	15	9	16	0.438963112		
eg10398	glpk	b3926	glycerol kinase (glpk) [2.7.1.30] {escherichia coli k12-mg1655}                                                          	56212.881	502	28.58166667	91	0	1	55	7.89E-04	1601	92	0	1	61	9.63E-04	1965	1783	3847307	58	14%	1125	25	60	6.53E-223	136520000	14930.66667	993	1117	22	57.6	2.25E-263	83050000	14081.33333	1036	1015	2189385	24	3%	261	1011	208 (46)	39 (14)	1.47	0.000541676	1099	142	1687	184 (54)	37 (13)	1.21	0.000457869	934	1017	2193839	38(14)	11%	cog0554;glycerol kinase	[C]	32	22	14	41	0.3708055		
eg13249	ppid	b0441	putative protease maturation protein (ybau) {escherichia coli k12-mg1655}                                                         	68132.001	623	43.56488889	489	0	1	44	4.14E-04	840	481	0	1	41	4.24E-04	865	853	2284095	43	2%	142	25	58.1	0	112480000	9798.666667	652	140	20	45.4	0	54478000	7784.133333	573	612	1640251	23	9%	183	1420	293 (45)	62 (15)	1.23	0.000453239	920	237	1031	261 (34)	69 (13)	0.93	0.000351915	718	819	2193731	66(14)	17%	cog0760;parvulin-like peptidyl-prolyl isomerase	[O]	22	46	18	56	0.393311607		
eg12743	yqjd	b3098	orf, hypothetical protein (yqjd) {escherichia coli k12-mg1655}                                                          	11033.496	101	7.609333333	462	0	1	41	0.002210286	4486	461	0	1	36	0.002133936	4355	4421	1903517	39	2%	866	7	52.5	5.52E-97	335990000	102990.6667	6852	857	7	52.5	3.68E-95	207980000	96496	7102	6977	3004328	7	3%	297	866	98 (39)	20 (5)	5.65	0.002081952	4226	276	854	101 (32)	21 (6)	7.71	0.002917493	5954	5090	2191737	21(6)	24%	cog4575;uncharacterized conserved protein	[S]	9	8	1	12	0.309531331		
eg10791	purc	b2476	phosphoribosylaminoimidazole-succinocarboxamide synthetase = saicar synthetase (purc) [6.3.2.6] {escherichia coli k12-mg1655}                                                       	26977.07	237	21.35697619	214	0	1	66	0.001267697	2573	209	0	1	68	0.001436133	2931	2752	2796611	67	9%	706	14	60.8	1.32E-199	233080000	32870.66667	2187	702	15	65	1.59E-204	130110000	28774.66667	2118	2152	2187268	15	2%	178	1463	213 (60)	34 (10)	3.5	0.001289704	2618	178	1349	226 (48)	40 (8)	2.18	0.00082492	1684	2151	2185476	37(9)	31%	cog0152;phosphoribosylaminoimidazolesuccinocarboxamide (saicar) synthase	[F]	14	20	7	24	0.413957971	0.372057615	yes
eg10420	guaa	b2507	gmp synthetase (glutamine-hydrolyzing) (guaa) [6.3.4.1] {escherichia coli k12-mg1655}                                                         	58661.396	525	29.46147619	100	0	1	48	6.68E-04	1356	101	0	1	48	7.35E-04	1500	1428	3221901	48	7%	717	20	52.6	0	170750000	15702.66667	1045	713	19	50.7	2.05E-281	92607000	13546.66667	997	1021	2303445	20	3%	255	1035	218 (40)	52 (17)	1.51	0.000556415	1129	206	1215	168 (41)	44 (12)	1.02	0.000385972	788	959	2162760	48(15)	25%	cog0518;gmp synthase - glutamine amidotransferase domain -!- cog0519;gmp synthase, pp-atpase domain/subunit	[F]	32	24	23	43	0.421006876	0.42258203	yes
eg10108	bcp	b2480	bacterioferritin comigratory protein (bcp) {escherichia coli k12-mg1655}                                                          	17.634	156	11.09	29	0	1	26	9.62E-04	1953	30	0	1	30	0.001220155	2490	2221	1482602	28	17%	709	7	44.9	1.37E-164	98905000	24732	1645	705	11	62.2	2.39E-162	70772000	26300	1936	1791	1195070	9	11%	443	529	83 (27)	16 (7)	3.79	0.001396566	2835	403	555	110 (32)	18 (7)	4.7	0.001778498	3630	3232	2157220	17(7)	17%	cog1225;peroxiredoxin	[O]	4	13	6	16	0.373851634		
eg12674	uspf	b1376	putative filament protein (ynaf) {escherichia coli k12-mg1655}                                                          	15998.561	144	7.268571429	447	0	1	50	0.002821838	5727	449	0	1	52	0.003226857	6586	6157	3790914	51	10%	410	8	60.1	4.12E-156	391630000	67596	4497	403	8	60.1	1.14E-118	217580000	58516	4307	4402	2710567	8	3%	361	669	123 (31)	14 (6)	4.59	0.001691355	3433	354	650	101 (35)	13 (6)	4.59	0.001736873	3545	3489	2148262	14(6)	2%			7	9	8	11	0.268522823		
eg10671	ompf	b0929	outer membrane protein 1a (ia;b;f) (ompf) {escherichia coli k12-mg1655};b0241 outer membrane pore protein e (e,ic,nmpab) (phoe) {escherichia coli k12-mg1655}                                              	39315.226	362	17.2195	580	0	1	50	0.001191134	2418	565	0	1	57	0.001493068	3047	2732	4247400	54	16%	283	14	43.4	2.90E-231	161980000	23726.66667	1579	277	16	52.8	5.60E-248	133760000	28193.33333	2075	1827	2839675	15	19%	185	1407	125 (49)	19 (8)	1.24	0.000456924	927	181.1	1340	128 (53)	24 (13)	2.36	0.000893033	1823	1375	2137378	22(11)	46%	cog3203;outer membrane protein (porin)	[M]	12	19	5	25	0.446013513		yes
eg13010	yghz	b3001	putative reductase {escherichia coli k12-mg1655}                                                            	38814.224	346	21.01945238	478	0	1	47	9.17E-04	1861	472	0	1	30	6.44E-04	1314	1588	2358721	39	24%	836	18	75.1	7.13E-237	146150000	19530.66667	1299	829	16	66.2	1.51E-206	83908000	17566.66667	1293	1296	1925522	17	0%	252	1048	165 (48)	37 (13)	2.13	0.000784877	1593	301	796	132 (34)	34 (12)	1.66	0.00062815	1282	1438	2135510	36(13)	15%	cog0667;predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	[C]	21	15	14	32	0.269214335		
eg13146	lpca	b0222	phosphoheptose isomerase (gmha) {escherichia coli k12-mg1655}                                                           	20796.802	192	12.29	486	0	1	48	0.00160214	3252	479	0	1	57	0.002091936	4269	3761	3092890	53	19%	86	10	65.1	7.76E-201	165260000	28980	1928	87	11	70.3	1.09E-196	104100000	27885.33333	2052	1990	1636840	11	4%	279	944	112 (34)	23 (5)	1.83	0.000674331	1369	202	1234	111 (44)	21 (10)	4.94	0.001869314	3815	2592	2131672	22(8)	67%	cog0279;phosphoheptose isomerase	[G]	10	11	3	18	0.375133858		
eg10390	glns	b0680	glutamine trna synthetase (glns) [6.1.1.18] {escherichia coli k12-mg1655}                                                         	63460.017	554	33.96966667	90	0	1	48	5.80E-04	1177	91	0	1	54	7.17E-04	1463	1320	3143815	51	15%	201	20	45.8	1.30E-212	169930000	13267.2	883	197	23	50	1.08E-231	94798000	11717.2	862	873	2077684	22	2%	392	612	304 (45)	71 (13)	1.12	0.000412705	838	319	720	275 (56)	65 (14)	1.23	0.000465437	950	894	2128275	68(14)	9%	cog0008;glutamyl- and glutaminyl-trna synthetases	[J]	40	32	28	56	0.424443631		
eg11241	ycac	b0897	orf, hypothetical protein (ycac) {escherichia coli k12-mg1655}                                                          	23082.352	208	6.8	325	0	1	44	0.00265433	5387	321	0	1	27	0.001790937	3655	4521	4029953	36	27%	268	11	66.3	1.24E-253	381090000	76284	5075	262	11	61.1	5.64E-226	175150000	56974.66667	4193	4634	4130742	11	13%	176	1498	109 (61)	16 (7)	3.41	0.001256541	2550	226	1074	85 (43)	14 (7)	2.85	0.001078451	2201	2376	2117530	15(7)	10%	cog1335;amidases related to nicotinamidase	[Q]	8	12	11	15	0.26409096		
eg12524	yjgf	b4243	orf, hypothetical protein (yjgf) {escherichia coli k12-mg1655}                                                          	13593.616	128	8.661809524	439	0	1	59	0.002794181	5671	439	0	1	64	0.003332704	6802	6236	3410475	62	13%	1237	7	75.2	1.13E-105	197680000	42444	2824	1223	6	70.2	3.45E-86	128790000	41750.66667	3073	2948	1612332	7	6%	234	1146	154 (72)	16 (7)	6.45	0.002376741	4824	222	1093	129 (61)	13 (6)	3.77	0.001426582	2912	3868	2115104	15(7)	35%	cog0251;putative translation initiation inhibitor, yjgf family	[J]	5	8	7	12	0.417549836		
eg11596	moab	b0782	molybdopterin biosynthesis, protein b (moab) {escherichia coli k12-mg1655}                                                         	18647.14	170	9.064166667	377	0	1	44	0.001991297	4042	376	0	1	33	0.001642145	3351	3697	2690017	39	13%	237	11	61.2	1.01E-133	232570000	48180	3206	230	8	47.6	1.45E-103	57414000	22378.66667	1647	2426	1765638	10	45%	379	644	98 (33)	19 (8)	4.22	0.001555015	3156	380	603	90 (27)	18 (8)	3.42	0.001294141	2641	2899	2109397	19(8)	13%	cog0521;molybdopterin biosynthesis enzymes	[H]	12	6	7	15	0.328885782		
