#Table S1. Protein copies per cell		
oln	SP_id	description	copies per cell
ENST00000414441	Q7L2J0	7SK snRNA methylphosphate capping enzyme OS=Homo sapiens GN=MEPCE PE=1 SV=1	2.43E+04
ENST00000270645	Q96D15	Reticulocalbin-3 OS=Homo sapiens GN=RCN3 PE=1 SV=1	2.43E+04
ENST00000379454	Q12797	Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3	2.43E+04
ENST00000371281	O95801	Tetratricopeptide repeat protein 4 OS=Homo sapiens GN=TTC4 PE=1 SV=3	2.41E+04
ENST00000337859	Q8WU90	Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens GN=ZC3H15 PE=1 SV=1	2.41E+04
ENST00000243286	Q969E4	Transcription elongation factor A protein-like 3 OS=Homo sapiens GN=TCEAL3 PE=1 SV=1	2.41E+04
ENST00000367274	Q9NPD8	Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1	2.40E+04
ENST00000635459	Q8IUD2	ELKS/RAB6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1	2.40E+04
ENST00000334220	P36957	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=3	2.40E+04
ENST00000343818	Q96C36	Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1	2.40E+04
ENST00000306085	Q9BRZ2	Tripartite motif-containing protein 56 OS=Homo sapiens GN=TRIM56 PE=1 SV=3	2.39E+04
ENST00000263645	P60033	CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1	2.39E+04
ENST00000321757	Q9NZL9	Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens GN=MAT2B PE=1 SV=1	2.38E+04
ENST00000493172	P40123	Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1	2.38E+04
ENST00000311351	O15116	U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1	2.37E+04
ENST00000252512	Q9UIA9	Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=3	2.37E+04
ENST00000307741	P52888	Thimet oligopeptidase OS=Homo sapiens GN=THOP1 PE=1 SV=2	2.37E+04
ENST00000506538	Q8NI36	WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1	2.37E+04
ENST00000281950	Q8WXD5	Gem-associated protein 6 OS=Homo sapiens GN=GEMIN6 PE=1 SV=1	2.37E+04
ENST00000367837	Q9Y450	HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1	2.37E+04
ENST00000370763	Q9UDY4	DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1	2.36E+04
ENST00000290913	Q9BRQ6	Coiled-coil-helix-coiled-coil-helix domain-containing protein 6 OS=Homo sapiens GN=CHCHD6 PE=1 SV=1	2.35E+04
ENST00000539966	Q9Y6E0	Serine/threonine-protein kinase 24 OS=Homo sapiens GN=STK24 PE=1 SV=1	2.35E+04
ENST00000409434	O14530	Thioredoxin domain-containing protein 9 OS=Homo sapiens GN=TXNDC9 PE=1 SV=2	2.35E+04
ENST00000352066	P37198	Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3	2.35E+04
ENST00000533544	Q8N9N8	Probable RNA-binding protein EIF1AD OS=Homo sapiens GN=EIF1AD PE=1 SV=1	2.34E+04
ENST00000469796	O60488	Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4 PE=1 SV=2	2.34E+04
ENST00000368336	P51398	28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3 PE=1 SV=1	2.33E+04
ENST00000263559	O75436	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2	2.33E+04
ENST00000437119	Q9NP61	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1	2.33E+04
ENST00000283131	O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1	2.33E+04
ENST00000440023	Q15738	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2	2.32E+04
ENST00000370198	Q9UKA9	Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1	2.32E+04
ENST00000369603	O75940	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens GN=SMNDC1 PE=1 SV=1	2.32E+04
ENST00000586869	Q9NVX2	Notchless protein homolog 1 OS=Homo sapiens GN=NLE1 PE=1 SV=3	2.32E+04
ENST00000270460	Q9Y6I3	Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=1	2.31E+04
ENST00000504169	Q9NXV6	CDKN2A-interacting protein OS=Homo sapiens GN=CDKN2AIP PE=1 SV=2	2.31E+04
ENST00000311086	Q96IK1	Biorientation of chromosomes in cell division protein 1 OS=Homo sapiens GN=BOD1 PE=1 SV=2	2.30E+04
ENST00000526319	Q13405	39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=1 SV=1	2.30E+04
ENST00000334785	Q0ZGT2	Nexilin OS=Homo sapiens GN=NEXN PE=1 SV=1	2.30E+04
---	Q9Y2S0	DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens GN=POLR1D PE=1 SV=1	2.30E+04
ENST00000417464	Q16831	Uridine phosphorylase 1 OS=Homo sapiens GN=UPP1 PE=1 SV=1	2.30E+04
ENST00000642513	Q9P0S9	Transmembrane protein 14C OS=Homo sapiens GN=TMEM14C PE=1 SV=1	2.30E+04
ENST00000289228	P42025	Beta-centractin OS=Homo sapiens GN=ACTR1B PE=1 SV=1	2.30E+04
ENST00000338972	Q9H074	Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens GN=PAIP1 PE=1 SV=1	2.30E+04
ENST00000397536	Q6ZUT6	Uncharacterized protein C15orf52 OS=Homo sapiens GN=C15orf52 PE=1 SV=1	2.30E+04
ENST00000616178	Q96F07	Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=1 SV=2	2.30E+04
ENST00000645620	O14773	Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 PE=1 SV=2	2.29E+04
ENST00000308360	Q96S52	GPI transamidase component PIG-S OS=Homo sapiens GN=PIGS PE=1 SV=3	2.29E+04
ENST00000410062	Q969T4	Ubiquitin-conjugating enzyme E2 E3 OS=Homo sapiens GN=UBE2E3 PE=1 SV=1	2.28E+04
ENST00000318562	Q9H6S3	Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2	2.28E+04
ENST00000358337	Q9H6Y2	WD repeat-containing protein 55 OS=Homo sapiens GN=WDR55 PE=1 SV=1	2.28E+04
---	P0CB43	Brain protein 16-like OS=Homo sapiens GN=BRP16L PE=3 SV=1, Brain protein 16 OS=Homo sapiens GN=BRP16 PE=1 SV=1	2.28E+04
ENST00000392246	P63165	Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1	2.28E+04
ENST00000545507	P35613	Basigin OS=Homo sapiens GN=BSG PE=1 SV=2	2.28E+04
ENST00000339834	Q96B45	UPF0693 protein C10orf32 OS=Homo sapiens GN=C10orf32 PE=1 SV=1	2.28E+04
ENST00000247020	Q99470	Stromal cell-derived factor 2 OS=Homo sapiens GN=SDF2 PE=1 SV=2	2.27E+04
ENST00000273986	Q8N5K1	CDGSH iron sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1	2.27E+04
ENST00000406925	Q9NX55	Huntingtin-interacting protein K OS=Homo sapiens GN=HYPK PE=1 SV=1	2.27E+04
ENST00000345633	P55210	Caspase-7 OS=Homo sapiens GN=CASP7 PE=1 SV=1	2.27E+04
ENST00000631482	Q92804	TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1	2.27E+04
ENST00000329146	P52943	Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2 PE=1 SV=1	2.27E+04
ENST00000433436	P09496	Clathrin light chain A OS=Homo sapiens GN=CLTA PE=1 SV=1	2.26E+04
ENST00000253099	Q9BYD3	39S ribosomal protein L4, mitochondrial OS=Homo sapiens GN=MRPL4 PE=1 SV=1	2.26E+04
ENST00000321341	P23368	NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1	2.26E+04
ENST00000396355	Q9NXR1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	2.26E+04
---	P0C7P4	Cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFSL1 PE=2 SV=1, Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens GN=UQCRFS1 PE=1 SV=2	2.26E+04
ENST00000331327	Q00577	Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2	2.25E+04
ENST00000202017	Q9NUG6	p53 and DNA damage-regulated protein 1 OS=Homo sapiens GN=PDRG1 PE=2 SV=2	2.25E+04
ENST00000284292	Q92686	Neurogranin OS=Homo sapiens GN=NRGN PE=1 SV=1	2.25E+04
ENST00000555228	Q8N8N7	Prostaglandin reductase 2 OS=Homo sapiens GN=PTGR2 PE=1 SV=1	2.25E+04
ENST00000263102	Q16204	Coiled-coil domain-containing protein 6 OS=Homo sapiens GN=CCDC6 PE=1 SV=1	2.24E+04
ENST00000493112	Q96I99	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLG2 PE=1 SV=2	2.24E+04
ENST00000509756	Q8TDQ7	Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens GN=GNPDA2 PE=1 SV=1	2.23E+04
ENST00000371717	Q10713	Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens GN=PMPCA PE=1 SV=2	2.22E+04
ENST00000453700	Q96ME1	F-box/LRR-repeat protein 18 OS=Homo sapiens GN=FBXL18 PE=2 SV=2	2.22E+04
ENST00000377768	Q9Y5X3	Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1	2.22E+04
ENST00000586397	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	2.21E+04
ENST00000397426	Q9Y3I1	F-box only protein 7 OS=Homo sapiens GN=FBXO7 PE=1 SV=1	2.21E+04
ENST00000342206	P78318	Immunoglobulin-binding protein 1 OS=Homo sapiens GN=IGBP1 PE=1 SV=1	2.21E+04
ENST00000530767	Q9NYF8	Bcl-2-associated transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2	2.20E+04
ENST00000245552	Q8TCD5	5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2	2.20E+04
ENST00000263918	O43815	Striatin OS=Homo sapiens GN=STRN PE=1 SV=4	2.20E+04
ENST00000429857	P18615	Negative elongation factor E OS=Homo sapiens GN=RDBP PE=1 SV=3	2.20E+04
ENST00000299157	Q70UQ0	Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKIP PE=1 SV=1	2.20E+04
ENST00000389054	O60610	Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=1 SV=2	2.19E+04
ENST00000359526	P26358	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2	2.19E+04
ENST00000602269	Q8WZA9	Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1	2.18E+04
ENST00000602728	Q9Y6A9	Signal peptidase complex subunit 1 OS=Homo sapiens GN=SPCS1 PE=1 SV=2	2.18E+04
ENST00000354947	Q8TBX8	Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=2	2.18E+04
ENST00000005257	P11233	Ras-related protein Ral-A OS=Homo sapiens GN=RALA PE=1 SV=1	2.18E+04
ENST00000380842	Q9Y244	Proteasome maturation protein OS=Homo sapiens GN=POMP PE=1 SV=1	2.17E+04
ENST00000359866	Q9BW61	DET1- and DDB1-associated protein 1 OS=Homo sapiens GN=DDA1 PE=1 SV=1	2.17E+04
ENST00000445470	Q9UI42	Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2	2.17E+04
ENST00000275517	Q96FF9	Sororin OS=Homo sapiens GN=CDCA5 PE=1 SV=1	2.17E+04
ENST00000264883	Q7Z3B4	Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2	2.17E+04
ENST00000298198	Q6PCE3	Glucose 1,6-bisphosphate synthase OS=Homo sapiens GN=PGM2L1 PE=1 SV=2	2.17E+04
ENST00000309922	Q7L0Y3	Mitochondrial ribonuclease P protein 1 OS=Homo sapiens GN=RG9MTD1 PE=1 SV=2	2.17E+04
ENST00000261416	P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3	2.16E+04
ENST00000219252	P19387	DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens GN=POLR2C PE=1 SV=2	2.16E+04
ENST00000532437	Q9C0C2	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=3	2.16E+04
ENST00000260247	Q9BTE7	DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1	2.16E+04
ENST00000244711	Q16626	Male-enhanced antigen 1 OS=Homo sapiens GN=MEA1 PE=1 SV=2	2.15E+04
ENST00000256366	P57105	Synaptojanin-2-binding protein OS=Homo sapiens GN=SYNJ2BP PE=1 SV=2	2.15E+04
ENST00000238647	Q9H1B7	Enhanced at puberty protein 1 OS=Homo sapiens GN=EAP1 PE=1 SV=1	2.15E+04
ENST00000370128	O00442	RNA 3'-terminal phosphate cyclase OS=Homo sapiens GN=RTCD1 PE=1 SV=1	2.15E+04
ENST00000368714	P26447	Protein S100-A4 OS=Homo sapiens GN=S100A4 PE=1 SV=1	2.15E+04
ENST00000613258	P49790	Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2	2.14E+04
ENST00000408901	Q8NEJ9	Neuroguidin OS=Homo sapiens GN=NGDN PE=1 SV=1	2.14E+04
ENST00000219473	Q14694	Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2	2.14E+04
ENST00000346234	Q92882	Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2	2.14E+04
ENST00000393888	P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2	2.13E+04
ENST00000374893	P42892	Endothelin-converting enzyme 1 OS=Homo sapiens GN=ECE1 PE=1 SV=2	2.13E+04
ENST00000241052	P04040	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	2.13E+04
ENST00000342173	Q9H2P9	Diphthine synthase OS=Homo sapiens GN=DPH5 PE=1 SV=2	2.13E+04
ENST00000372097	Q9Y5Q8	General transcription factor 3C polypeptide 5 OS=Homo sapiens GN=GTF3C5 PE=1 SV=2	2.13E+04
ENST00000393614	O43865	Putative adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1 PE=1 SV=2	2.13E+04
ENST00000373202	O95470	Sphingosine-1-phosphate lyase 1 OS=Homo sapiens GN=SGPL1 PE=1 SV=3	2.13E+04
ENST00000375199	Q8N766	Uncharacterized protein KIAA0090 OS=Homo sapiens GN=KIAA0090 PE=1 SV=1	2.12E+04
ENST00000236040	Q32P28	Prolyl 3-hydroxylase 1 OS=Homo sapiens GN=LEPRE1 PE=1 SV=2	2.12E+04
ENST00000293971	Q9Y303	Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2 PE=2 SV=2	2.12E+04
ENST00000437121	Q6NYC8	Phostensin OS=Homo sapiens GN=KIAA1949 PE=1 SV=1	2.12E+04
ENST00000352171	O43847	Nardilysin OS=Homo sapiens GN=NRD1 PE=1 SV=2	2.11E+04
ENST00000296273	P35249	Replication factor C subunit 4 OS=Homo sapiens GN=RFC4 PE=1 SV=2	2.11E+04
ENST00000261973	P49756	RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3	2.11E+04
ENST00000315266	Q9NQX3	Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1	2.11E+04
ENST00000361851	P03928	ATP synthase protein 8 OS=Homo sapiens GN=MT-ATP8 PE=1 SV=1	2.11E+04
ENST00000538721	Q99447	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1	2.10E+04
ENST00000433525	Q969T9	WW domain-binding protein 2 OS=Homo sapiens GN=WBP2 PE=1 SV=1	2.10E+04
ENST00000370651	Q93096	Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens GN=PTP4A1 PE=1 SV=2	2.10E+04
ENST00000405074	Q9UPY8	Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens GN=MAPRE3 PE=1 SV=1	2.10E+04
ENST00000368471	P55265	Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR PE=1 SV=3	2.09E+04
ENST00000253457	O43402	Neighbor of COX4 OS=Homo sapiens GN=COX4NB PE=1 SV=1	2.09E+04
ENST00000300086	Q9NYB0	Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens GN=TERF2IP PE=1 SV=1	2.09E+04
ENST00000287437	Q96MF7	E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2	2.09E+04
ENST00000288757	Q96C57	Uncharacterized protein C12orf43 OS=Homo sapiens GN=C12orf43 PE=1 SV=2	2.09E+04
ENST00000380299	P02042	Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2, Hemoglobin subunit beta OS=Homo sapiens GN=HBB PE=1 SV=2	2.09E+04
ENST00000262878	Q9Y3Z3	SAM domain and HD domain-containing protein 1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2	2.08E+04
ENST00000369462	P46736	Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens GN=BRCC3 PE=1 SV=2	2.08E+04
ENST00000342115	Q01433	AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=1 SV=2	2.07E+04
ENST00000639675	Q9UHQ4	B-cell receptor-associated protein 29 OS=Homo sapiens GN=BCAP29 PE=1 SV=2	2.07E+04
ENST00000398473	Q71RC2	La-related protein 4 OS=Homo sapiens GN=LARP4 PE=1 SV=3	2.06E+04
ENST00000262265	Q9NWS0	PIH1 domain-containing protein 1 OS=Homo sapiens GN=PIH1D1 PE=1 SV=1	2.06E+04
ENST00000353533	P45985	Dual specificity mitogen-activated protein kinase kinase 4 OS=Homo sapiens GN=MAP2K4 PE=1 SV=1	2.06E+04
ENST00000369479	P56277	Protein p8 MTCP-1 OS=Homo sapiens GN=MTCP1 PE=1 SV=1	2.05E+04
---	P30042	ES1 protein homolog, mitochondrial OS=Homo sapiens GN=C21orf33 PE=1 SV=3	2.05E+04
ENST00000435634	Q5RKV6	Exosome complex exonuclease MTR3 OS=Homo sapiens GN=EXOSC6 PE=1 SV=1	2.05E+04
ENST00000524782	Q8N6H7	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1	2.05E+04
ENST00000264954	Q9HAV7	GrpE protein homolog 1, mitochondrial OS=Homo sapiens GN=GRPEL1 PE=1 SV=2	2.04E+04
ENST00000354105	Q69YN2	CWF19-like protein 1 OS=Homo sapiens GN=CWF19L1 PE=1 SV=2	2.04E+04
ENST00000366672	Q10471	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1	2.03E+04
ENST00000345249	O75688	Protein phosphatase 1B OS=Homo sapiens GN=PPM1B PE=1 SV=1	2.03E+04
ENST00000473835	O15042	U2-associated protein SR140 OS=Homo sapiens GN=SR140 PE=1 SV=2	2.03E+04
ENST00000282999	P09132	Signal recognition particle 19 kDa protein OS=Homo sapiens GN=SRP19 PE=1 SV=3	2.03E+04
ENST00000515799	Q9P0K7	Ankycorbin OS=Homo sapiens GN=RAI14 PE=1 SV=2	2.03E+04
ENST00000367321	Q6UB35	Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1	2.02E+04
ENST00000206542	Q9NPF4	Probable O-sialoglycoprotein endopeptidase OS=Homo sapiens GN=OSGEP PE=1 SV=1	2.02E+04
ENST00000568196	P56211	cAMP-regulated phosphoprotein 19 OS=Homo sapiens GN=ARPP19 PE=1 SV=2	2.02E+04
ENST00000300605	Q9H0R4	Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1	2.02E+04
ENST00000262887	P18887	DNA repair protein XRCC1 OS=Homo sapiens GN=XRCC1 PE=1 SV=1	2.02E+04
ENST00000425248	Q9UBF2	Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1	2.01E+04
ENST00000473645	Q9BUL8	Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1	2.01E+04
ENST00000547271	P01892	HLA class I histocompatibility antigen, A-2 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1	2.01E+04
ENST00000292123	Q15424	Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB PE=1 SV=4	2.00E+04
ENST00000369838	Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens GN=SH3BGRL2 PE=1 SV=2	2.00E+04
ENST00000405944	Q9BUN8	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	2.00E+04
ENST00000251047	P49257	Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2	2.00E+04
ENST00000356708	P36542	ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1	2.00E+04
ENST00000301729	P42126	3,2-trans-enoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=DCI PE=1 SV=1	1.99E+04
ENST00000357496	Q2TAL8	Glutamine-rich protein 1 OS=Homo sapiens GN=QRICH1 PE=1 SV=1	1.99E+04
ENST00000376542	Q8N2K0	Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12 PE=2 SV=2	1.99E+04
ENST00000473814	P62256	Ubiquitin-conjugating enzyme E2 H OS=Homo sapiens GN=UBE2H PE=1 SV=1	1.98E+04
ENST00000370253	Q5T0N5	Formin-binding protein 1-like OS=Homo sapiens GN=FNBP1L PE=1 SV=2	1.98E+04
ENST00000405315	Q02818	Nucleobindin-1 OS=Homo sapiens GN=NUCB1 PE=1 SV=4	1.98E+04
ENST00000366582	Q9H583	HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3	1.98E+04
ENST00000412096	Q70J99	Protein unc-13 homolog D OS=Homo sapiens GN=UNC13D PE=1 SV=1	1.98E+04
ENST00000373016	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4	1.98E+04
ENST00000306185	Q9BYD1	39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1	1.98E+04
ENST00000366639	Q99598	Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1	1.97E+04
ENST00000427575	Q9BU89	Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1	1.96E+04
ENST00000225298	Q9Y5J1	U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3	1.96E+04
ENST00000337488	Q6UN15	Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens GN=FIP1L1 PE=1 SV=1	1.96E+04
ENST00000346128	Q07157	Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	1.96E+04
ENST00000440232	P28340	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	1.96E+04
ENST00000314761	Q8IWA0	WD repeat-containing protein 75 OS=Homo sapiens GN=WDR75 PE=1 SV=1	1.96E+04
ENST00000361565	Q96P70	Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3	1.95E+04
ENST00000357484	Q7Z6K5	UPF0552 protein C15orf38 OS=Homo sapiens GN=C15orf38 PE=1 SV=1	1.95E+04
ENST00000489216	Q14141	Septin-6 OS=Homo sapiens GN=SEPT6 PE=1 SV=4	1.95E+04
ENST00000409979	P52594	Arf-GAP domain and FG repeats-containing protein 1 OS=Homo sapiens GN=AGFG1 PE=1 SV=2	1.95E+04
ENST00000356080	Q9UEY8	Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1	1.94E+04
ENST00000335146	Q9UPT5	Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 PE=1 SV=3	1.94E+04
ENST00000544123	Q9Y2J2	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	1.94E+04
ENST00000263741	Q9BRK5	45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1	1.94E+04
ENST00000323688	P80303	Nucleobindin-2 OS=Homo sapiens GN=NUCB2 PE=1 SV=2	1.94E+04
ENST00000296792	Q8TED0	U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens GN=UTP15 PE=1 SV=2	1.94E+04
ENST00000610365	Q7L576	Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1	1.93E+04
ENST00000215582	Q8IVT2	Uncharacterized protein C19orf21 OS=Homo sapiens GN=C19orf21 PE=1 SV=1	1.93E+04
ENST00000510283	O60271	C-jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4	1.93E+04
ENST00000593729	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3	1.93E+04
ENST00000367495	Q13637	Ras-related protein Rab-32 OS=Homo sapiens GN=RAB32 PE=1 SV=3	1.93E+04
ENST00000295304	Q8WUX2	Cation transport regulator-like protein 2 OS=Homo sapiens GN=CHAC2 PE=2 SV=1	1.92E+04
ENST00000353364	Q9Y4E8	Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 PE=1 SV=3	1.92E+04
ENST00000367449	Q9Y5K5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens GN=UCHL5 PE=1 SV=3	1.92E+04
ENST00000372447	Q9NZ63	Uncharacterized protein C9orf78 OS=Homo sapiens GN=C9orf78 PE=1 SV=1	1.91E+04
ENST00000370687	P49643	DNA primase large subunit OS=Homo sapiens GN=PRIM2 PE=1 SV=2	1.90E+04
ENST00000297338	O60216	Double-strand-break repair protein rad21 homolog OS=Homo sapiens GN=RAD21 PE=1 SV=2	1.90E+04
ENST00000259239	Q96G21	U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1	1.90E+04
ENST00000252599	Q8NBJ5	Procollagen galactosyltransferase 1 OS=Homo sapiens GN=GLT25D1 PE=1 SV=1	1.90E+04
ENST00000377705	Q5SY16	Nucleolar protein 9 OS=Homo sapiens GN=NOL9 PE=1 SV=1	1.89E+04
