#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
P62847	ENST00000372360
P62851	ENST00000527673
P62854	ENST00000356464
P62857	ENST00000600659
P62861	ENST00000527548
P62873	ENST00000378609
P62875	ENST00000322028
P62877	ENST00000216225
P62879	ENST00000303210
P62888	ENST00000287038
P62891	ENST00000361575
P62899	ENST00000264258
P62906	ENST00000322203
P62910	ENST00000396953
P62913	ENST00000374550
P62917	ENST00000262584
P62937	ENST00000355968
P62942	ENST00000381719
P62945	ENST00000501597
P62952	ENST00000373537
P62955	ENST00000222212
P62979	ENST00000272317
P62987	ENST00000430157
P62993	ENST00000316615
P62995	ENST00000342294
P63000	ENST00000348035
P63010	ENST00000610402
P63027	ENST00000316509
P63092	ENST00000265620
P63096	ENST00000351004
P63098	ENST00000234310
P63104	ENST00000353245
P63146	ENST00000265339
P63151	ENST00000315985
P63162	ENST00000346403
P63165	ENST00000392244
P63167	ENST00000242577
P63172	ENST00000367089
P63173	ENST00000311111
P63208	ENST00000353411
P63211	ENST00000248572
P63215	ENST00000294117
P63218	ENST00000370641
P63220	ENST00000343986
P63241	ENST00000336452
P63244	ENST00000512805
P63252	ENST00000243457
P63261	ENST00000331925
P63267	ENST00000345517
P63272	ENST00000225504
P63279	ENST00000325437
P63302	ENST00000593892
P63313	ENST00000233143
P63316	ENST00000232975
P67775	ENST00000481195
P67809	ENST00000321358
P67812	ENST00000268220
P67870	ENST00000375865
P67936	ENST00000300933
P68032	ENST00000290378
P68036	ENST00000342192
P68104	ENST00000309268
P68106	ENST00000380986
P68133	ENST00000366684
P68363	ENST00000336023
P68366	ENST00000248437
P68371	ENST00000340384
P68400	ENST00000217244
P68402	ENST00000419197
P68431	ENST00000356476
P68543	ENST00000309033
P68871	ENST00000335295
P69849	ENST00000399336
P69891	ENST00000330597
P69892	ENST00000336906
P69905	ENST00000251595
P78310	ENST00000284878
P78312	ENST00000324666
P78314	ENST00000356331
P78316	ENST00000314262
P78317	ENST00000314289
P78318	ENST00000342206
P78324	ENST00000356025
P78325	ENST00000415217
P78329	ENST00000221700
P78330	ENST00000275605
P78332	ENST00000266022
P78333	ENST00000377067
P78334	ENST00000370328
P78337	ENST00000265340
P78344	ENST00000640650
P78345	ENST00000378197
P78346	ENST00000371703
P78347	ENST00000443166
P78348	ENST00000228468
P78352	ENST00000302955
P78356	ENST00000613180
P78357	ENST00000264638
P78358	ENST00000328435
P78362	ENST00000357311
P78363	ENST00000370225
P78364	ENST00000543824
P78367	ENST00000382438
P78368	ENST00000255641
P78369	ENST00000299339
P78371	ENST00000299300
P78380	ENST00000309539
P78381	ENST00000247138
P78382	ENST00000369552
P78383	ENST00000240333
P78385	ENST00000293670
P78386	ENST00000257901
P78395	ENST00000398741
P78396	ENST00000255465
P78406	ENST00000371242
P78410	ENST00000356386
P78411	ENST00000320990
P78412	ENST00000290552
P78413	ENST00000231357
P78414	ENST00000302006
P78415	ENST00000329734
P78417	ENST00000369710
P78423	ENST00000006053
P78424	ENST00000403058
P78426	ENST00000295886
P78504	ENST00000254958
P78508	ENST00000368089
P78509	ENST00000343529
P78524	ENST00000313726
P78527	ENST00000314191
P78536	ENST00000310823
P78537	ENST00000548925
P78539	ENST00000378533
P78540	ENST00000261783
P78543	ENST00000290551
P78545	ENST00000359651
P78552	ENST00000371642
P78556	ENST00000358813
P78559	ENST00000300231
P78560	ENST00000332896
P78562	ENST00000379374
P78563	ENST00000348831
P79483	ENST00000307137
P79522	ENST00000376557
P80075	ENST00000394620
P80098	ENST00000378569
P80108	ENST00000230036
P80162	ENST00000226317
P80188	ENST00000277480
P80192	ENST00000554752
P80217	ENST00000415816
P80294	ENST00000332374
P80297	ENST00000394485
P80303	ENST00000323688
P80365	ENST00000326152
P80370	ENST00000331224
P80404	ENST00000268251
P80511	ENST00000368737
P80723	ENST00000322611
P80748	ENST00000390308
P81133	ENST00000262901
P81172	ENST00000222304
P81274	ENST00000264126
P81277	ENST00000165524
P81408	ENST00000350210
P81534	ENST00000314357
P81605	ENST00000293371
P81877	ENST00000320672
P82094	ENST00000398559
P82251	ENST00000023064
P82279	ENST00000367399
P82650	ENST00000310776
P82663	ENST00000253686
P82664	ENST00000053468
P82673	ENST00000081029
P82675	ENST00000272418
P82912	ENST00000325844
P82914	ENST00000373116
P82921	ENST00000581066
P82930	ENST00000397375
P82932	ENST00000399312
P82933	ENST00000258455
P82970	ENST00000358130
P82979	ENST00000336133
P82980	ENST00000266560
P82987	ENST00000286744
P83105	ENST00000302495
P83110	ENST00000307358
P83111	ENST00000261893
P83436	ENST00000307149
P83731	ENST00000394077
P83876	ENST00000269601
P83881	ENST00000553110
P83916	ENST00000225603
P84022	ENST00000327367
P84074	ENST00000373467
P84077	ENST00000272102
P84085	ENST00000000233
P84090	ENST00000557016
P84095	ENST00000351018
P84098	ENST00000225430
P84101	ENST00000249786
P84103	ENST00000373715
P84157	ENST00000355797
P84243	ENST00000254810
P84550	ENST00000341418
P84996	ENST00000306120
P85037	ENST00000328914
P85298	ENST00000336963
P85299	ENST00000006251
P86397	ENST00000461393
P86452	ENST00000550078
P86478	ENST00000434815
P86479	ENST00000544357
P86480	ENST00000452123
P86481	ENST00000377930
P86496	ENST00000377931
P86790	ENST00000316731
P86791	ENST00000325974
P98066	ENST00000243347
P98073	ENST00000284885
P98077	ENST00000264554
P98082	ENST00000320816
P98088	ENST00000621226
P98095	ENST00000295760
P98153	ENST00000263196
P98155	ENST00000382099
P98160	ENST00000374695
P98161	ENST00000262304
P98164	ENST00000263816
P98168	ENST00000358697
P98169	ENST00000374888
P98170	ENST00000355640
P98171	ENST00000350060
P98172	ENST00000204961
P98173	ENST00000359889
P98174	ENST00000375135
P98175	ENST00000329236
P98177	ENST00000341558
P98179	ENST00000376755
P98182	ENST00000396868
P98187	ENST00000612078
P98194	ENST00000328560
P98196	ENST00000375645
P98198	ENST00000368487
P99999	ENST00000305786
Q00005	ENST00000336640
Q00013	ENST00000369534
Q00056	ENST00000360046
Q00059	ENST00000373895
Q00169	ENST00000313486
Q00266	ENST00000372213
Q00325	ENST00000188376
Q00341	ENST00000427183
Q00403	ENST00000370500
Q00444	ENST00000312492
Q00526	ENST00000425876
Q00532	ENST00000395834
Q00534	ENST00000265734
Q00535	ENST00000297518
Q00536	ENST00000276052
Q00537	ENST00000261211
Q00577	ENST00000331327
Q00587	ENST00000249014
Q00597	ENST00000289081
Q00604	ENST00000378062
Q00610	ENST00000269122
Q00613	ENST00000528838
Q00653	ENST00000189444
Q00688	ENST00000216330
Q00722	ENST00000260402
Q00765	ENST00000379638
Q00796	ENST00000267814
Q00839	ENST00000444376
Q00872	ENST00000361466
Q00887	ENST00000244293
Q00888	ENST00000244295
Q00889	ENST00000187910
Q008S8	ENST00000367682
Q00973	ENST00000341156
Q00975	ENST00000277551
Q00978	ENST00000396864
Q00987	ENST00000258149
Q00994	ENST00000361298
Q00G26	ENST00000381848
Q00LT1	ENST00000586148
Q01064	ENST00000243052
Q01081	ENST00000291552
Q01082	ENST00000333896
Q01085	ENST00000369093
Q01094	ENST00000343380
Q01101	ENST00000310227
Q01105	ENST00000322030
Q01113	ENST00000244174
Q01118	ENST00000409855
Q01130	ENST00000359995
Q01151	ENST00000379153
Q01167	ENST00000335255
Q01196	ENST00000300305
Q01201	ENST00000221452
Q01344	ENST00000256452
Q01362	ENST00000278888
Q01415	ENST00000327171
Q01432	ENST00000396553
Q01433	ENST00000256578
Q01449	ENST00000223364
Q01453	ENST00000312280
Q01459	ENST00000370630
Q01469	ENST00000297258
Q01484	ENST00000357077
Q01518	ENST00000340450
Q01523	ENST00000330590
Q01524	ENST00000297436
Q01534	ENST00000423647
Q01538	ENST00000328439
Q01543	ENST00000281428
Q01546	ENST00000332411
Q01581	ENST00000325110
Q01628	ENST00000399808
Q01629	ENST00000399817
Q01638	ENST00000233954
Q01650	ENST00000261622
Q01658	ENST00000370267
Q01664	ENST00000204517
Q01668	ENST00000288139
Q01718	ENST00000327606
Q01726	ENST00000555147
Q01740	ENST00000354841
Q01780	ENST00000304457
Q01804	ENST00000447906
Q01813	ENST00000381075
Q01814	ENST00000360273
Q01826	ENST00000338745
Q01831	ENST00000285021
Q01844	ENST00000332035
Q01851	ENST00000377208
Q01860	ENST00000259915
Q01892	ENST00000270632
Q01954	ENST00000345382
Q01955	ENST00000396578
Q01959	ENST00000270349
Q01968	ENST00000357121
Q01970	ENST00000279230
Q01973	ENST00000371079
Q01974	ENST00000375708
Q01995	ENST00000278968
Q02040	ENST00000313871
Q02045	ENST00000400159
Q02078	ENST00000338042
Q02083	ENST00000286733
Q02086	ENST00000376741
Q02094	ENST00000371175
Q02108	ENST00000296518
Q02127	ENST00000219240
Q02153	ENST00000264424
Q02156	ENST00000306156
Q02161	ENST00000328664
Q02218	ENST00000222673
Q02221	ENST00000287490
Q02223	ENST00000053243
Q02224	ENST00000265148
Q02241	ENST00000260363
Q02246	ENST00000331830
Q02252	ENST00000350259
Q02297	ENST00000287842
Q02318	ENST00000258415
Q02325	ENST00000355705
Q02338	ENST00000358186
Q02363	ENST00000234091
Q02383	ENST00000372769
Q02386	ENST00000269973
Q02388	ENST00000328333
Q02410	ENST00000265381
Q02413	ENST00000257192
Q02446	ENST00000222584
Q02447	ENST00000310015
Q02487	ENST00000251081
Q02505	ENST00000379458
Q02509	ENST00000254627
Q02535	ENST00000374561
Q02539	ENST00000244573
Q02543	ENST00000222247
Q02548	ENST00000358127
Q02556	ENST00000268638
Q02575	ENST00000302101
Q02577	ENST00000320238
Q02641	ENST00000344140
Q02643	ENST00000326139
Q02742	ENST00000376730
Q02747	ENST00000357001
Q02750	ENST00000307102
Q02763	ENST00000380036
Q02779	ENST00000253055
Q02790	ENST00000001008
Q02809	ENST00000196061
Q02818	ENST00000405315
Q02833	ENST00000397582
Q02846	ENST00000254854
Q02878	ENST00000202773
Q02880	ENST00000264331
Q02928	ENST00000310638
Q02930	ENST00000357727
Q02952	ENST00000253332
Q02962	ENST00000355243
Q02978	ENST00000225665
Q02985	ENST00000367425
Q03001	ENST00000244364
Q03013	ENST00000326729
Q03014	ENST00000282728
Q03052	ENST00000373012
Q03060	ENST00000337656
Q03111	ENST00000252674
Q03112	ENST00000264674
Q03113	ENST00000275364
Q03135	ENST00000341049
Q03154	ENST00000404366
Q03164	ENST00000389506
Q03167	ENST00000212355
Q03169	ENST00000333007
Q03181	ENST00000311565
Q03188	ENST00000273853
Q03252	ENST00000325327
Q03393	ENST00000280362
Q03395	ENST00000278833
Q03403	ENST00000291526
Q03405	ENST00000221264
Q03426	ENST00000228510
Q03431	ENST00000313049
Q03468	ENST00000355832
Q03518	ENST00000354258
Q03519	ENST00000374897
Q03591	ENST00000320493
Q03692	ENST00000243222
Q03701	ENST00000234170
Q03721	ENST00000369787
Q03828	ENST00000308618
Q03923	ENST00000300540
Q03924	ENST00000282869
Q03933	ENST00000368455
Q03936	ENST00000328747
Q03938	ENST00000418063
Q03989	ENST00000357485
Q04118	ENST00000381842
Q04206	ENST00000308639
Q04323	ENST00000294119
Q04446	ENST00000429644
Q04609	ENST00000256999
Q04637	ENST00000342981
Q04656	ENST00000341514
Q04671	ENST00000353809
Q04695	ENST00000311208
Q04721	ENST00000256646
Q04724	ENST00000376499
Q04725	ENST00000262953
Q04726	ENST00000317509
Q04727	ENST00000265284
Q04741	ENST00000258106
Q04743	ENST00000442245
Q04756	ENST00000382774
Q04759	ENST00000263125
Q04760	ENST00000373365
Q04771	ENST00000263640
Q04826	ENST00000359635
Q04828	ENST00000380872
Q04837	ENST00000265304
Q04844	ENST00000293780
Q04864	ENST00000295025
Q04900	ENST00000275080
Q04912	ENST00000296474
Q04917	ENST00000248975
Q04941	ENST00000376322
Q05048	ENST00000217109
Q05066	ENST00000383070
Q05084	ENST00000265577
Q05086	ENST00000232165
Q05193	ENST00000341179
Q05195	ENST00000264444
Q05209	ENST00000248594
Q05215	ENST00000545030
Q05315	ENST00000221804
Q05329	ENST00000259271
Q05397	ENST00000340930
Q05469	ENST00000244289
Q05481	ENST00000300619
Q05513	ENST00000378567
Q05516	ENST00000335953
Q05519	ENST00000370950
Q05586	ENST00000371546
Q05639	ENST00000217182
Q05655	ENST00000330452
Q05682	ENST00000361675
Q05707	ENST00000297848
Q05823	ENST00000367559
Q05901	ENST00000289957
Q05923	ENST00000288943
Q05925	ENST00000295206
Q05932	ENST00000373225
Q05940	ENST00000298472
Q05952	ENST00000312693
Q05996	ENST00000574002
Q05BQ5	ENST00000376381
Q05C16	ENST00000378805
Q05D32	ENST00000260327
Q05D60	ENST00000298050
Q05DH4	ENST00000435205
Q06033	ENST00000449956
Q06055	ENST00000338662
Q06124	ENST00000351677
Q06136	ENST00000326575
Q06141	ENST00000305165
Q06187	ENST00000308731
Q06190	ENST00000264977
Q06203	ENST00000264220
Q06210	ENST00000357308
Q06265	ENST00000243498
Q06278	ENST00000374700
Q06323	ENST00000206451
Q06330	ENST00000342295
Q06413	ENST00000340208
Q06416	ENST00000465342
Q06418	ENST00000263798
Q06432	ENST00000226021
Q06455	ENST00000265814
Q06481	ENST00000263574
Q06495	ENST00000324417
Q06520	ENST00000222002
Q06546	ENST00000354828
Q06547	ENST00000220429
Q06587	ENST00000374656
Q06609	ENST00000267868
Q06643	ENST00000376117
Q06710	ENST00000263334
Q06730	ENST00000432900
Q06732	ENST00000359467
Q06787	ENST00000218200
Q06828	ENST00000354955
Q06830	ENST00000262746
Q06889	ENST00000317216
Q06945	ENST00000244745
Q07000	ENST00000400341
Q07001	ENST00000258385
Q07002	ENST00000360066
Q07011	ENST00000377507
Q07020	ENST00000549920
Q07021	ENST00000225698
Q07075	ENST00000265162
Q07092	ENST00000373672
Q07108	ENST00000228434
Q07157	ENST00000346128
Q07283	ENST00000368804
Q07325	ENST00000264888
Q07326	ENST00000281382
Q07343	ENST00000329654
Q07352	ENST00000336440
Q07444	ENST00000381903
Q07507	ENST00000367817
Q075Z2	ENST00000344839
Q07617	ENST00000251809
Q07627	ENST00000306271
Q07654	ENST00000518498
Q07666	ENST00000327300
Q07687	ENST00000234198
Q07699	ENST00000262631
Q07812	ENST00000293288
Q07817	ENST00000307677
Q07820	ENST00000307940
Q07837	ENST00000260649
Q07864	ENST00000320574
Q07866	ENST00000246489
Q07869	ENST00000262735
Q07889	ENST00000402219
Q07890	ENST00000216373
Q07912	ENST00000333602
Q07954	ENST00000243077
Q07955	ENST00000258962
Q07960	ENST00000311956
Q07973	ENST00000216862
Q08043	ENST00000513398
Q08050	ENST00000342628
Q08116	ENST00000367459
Q08117	ENST00000221561
Q08170	ENST00000373795
Q08174	ENST00000287008
Q08188	ENST00000381458
Q08209	ENST00000323055
Q08211	ENST00000367549
Q08257	ENST00000340866
Q08289	ENST00000282343
Q08334	ENST00000290200
Q08345	ENST00000259875
Q08357	ENST00000342228
Q08378	ENST00000204726
Q08379	ENST00000421699
Q08380	ENST00000262776
Q08397	ENST00000261921
Q08426	ENST00000231887
Q08431	ENST00000268150
Q08462	ENST00000338316
Q08477	ENST00000221307
Q08493	ENST00000262805
Q08495	ENST00000265800
Q08499	ENST00000309641
Q08554	ENST00000257197
Q08623	ENST00000381077
Q08629	ENST00000394945
Q08648	ENST00000297498
Q08708	ENST00000330793
Q08722	ENST00000355354
Q08752	ENST00000307720
Q08828	ENST00000297323
Q08830	ENST00000381840
Q08881	ENST00000422843
Q08945	ENST00000278412
Q08999	ENST00000262133
Q08AD1	ENST00000236925
Q08AE8	ENST00000409402
Q08AF3	ENST00000299977
Q08AF8	ENST00000329523
Q08AG5	ENST00000439326
Q08AG7	ENST00000377818
Q08AH1	ENST00000307493
Q08AH3	ENST00000219054
Q08AI6	ENST00000303735
Q08AI8	ENST00000307486
Q08AM6	ENST00000261776
Q08AN1	ENST00000600228
Q08ER8	ENST00000321545
Q08ET2	ENST00000360844
Q08J23	ENST00000264670
Q09013	ENST00000291270
Q09019	ENST00000270223
Q09028	ENST00000373485
Q09160	ENST00000431930
Q09161	ENST00000375147
Q09327	ENST00000341184
Q09328	ENST00000281923
Q09428	ENST00000302539
Q09470	ENST00000382545
Q09472	ENST00000263253
Q09666	ENST00000257247
Q09FC8	ENST00000243643
Q09MP3	ENST00000399080
Q0D2I5	ENST00000336604
Q0D2J5	ENST00000343949
Q0D2K0	ENST00000311946
Q0D2K2	ENST00000409223
Q0D2K3	ENST00000276173
Q0GE19	ENST00000335472
Q0IIM8	ENST00000310452
Q0JRZ9	ENST00000430046
Q0P5N6	ENST00000397498
Q0P5P2	ENST00000397861
Q0P641	ENST00000341287
Q0P651	ENST00000398965
Q0P670	ENST00000333870
Q0P6D2	ENST00000343998
Q0P6D6	ENST00000344762
Q0P6H9	ENST00000260403
Q0PNE2	ENST00000296149
Q0VAA2	ENST00000393774
Q0VAA5	ENST00000393934
Q0VAF6	ENST00000318438
Q0VAK6	ENST00000420581
Q0VAM2	ENST00000264400
Q0VAQ4	ENST00000398453
Q0VD83	ENST00000431282
Q0VD86	ENST00000355025
Q0VDD7	ENST00000346736
Q0VDD8	ENST00000366848
Q0VDE8	ENST00000470147
Q0VDF9	ENST00000378372
Q0VDG4	ENST00000272732
Q0VDI3	ENST00000397080
Q0VF49	ENST00000541917
Q0VF96	ENST00000281282
Q0VFZ6	ENST00000447353
Q0VG06	ENST00000327787
Q0VG99	ENST00000341735
Q0VGE8	ENST00000357666
Q0VGL1	ENST00000341942
Q0WX57	ENST00000504104
Q0Z7S8	ENST00000379071
Q0ZGT2	ENST00000330010
Q0ZLH3	ENST00000375129
Q10469	ENST00000305386
Q10471	ENST00000366672
Q10472	ENST00000269195
Q10567	ENST00000317368
Q10570	ENST00000616140
Q10571	ENST00000302326
Q10586	ENST00000222122
Q10587	ENST00000266304
Q10588	ENST00000265016
Q10589	ENST00000252593
Q10713	ENST00000371717
Q10981	ENST00000391876
Q11128	ENST00000252675
Q11130	ENST00000314412
Q11201	ENST00000399640
Q11203	ENST00000262915
Q11206	ENST00000227495
Q12756	ENST00000404283
Q12765	ENST00000242059
Q12766	ENST00000502717
Q12767	ENST00000314256
Q12768	ENST00000318410
Q12769	ENST00000378460
Q12770	ENST00000265565
Q12772	ENST00000361204
Q12774	ENST00000056217
Q12778	ENST00000379561
Q12788	ENST00000568546
Q12789	ENST00000356183
Q12791	ENST00000286627
Q12794	ENST00000266031
Q12796	ENST00000336032
Q12797	ENST00000356457
Q12798	ENST00000327228
Q12799	ENST00000366827
Q12800	ENST00000257915
Q12802	ENST00000361243
Q12805	ENST00000355426
Q12809	ENST00000262186
Q12815	ENST00000257909
Q12816	ENST00000173898
Q12824	ENST00000407422
Q12829	ENST00000571995
Q12830	ENST00000306378
Q12834	ENST00000310955
Q12836	ENST00000366570
Q12837	ENST00000281321
Q12840	ENST00000455537
Q12841	ENST00000295633
Q12846	ENST00000313843
Q12849	ENST00000254799
Q12852	ENST00000267079
Q12857	ENST00000371187
Q12860	ENST00000347616
Q12864	ENST00000027335
Q12866	ENST00000295408
Q12870	ENST00000246080
Q12872	ENST00000261674
Q12873	ENST00000330494
Q12874	ENST00000373019
Q12879	ENST00000330684
Q12882	ENST00000306031
Q12884	ENST00000188790
Q12887	ENST00000261643
Q12888	ENST00000263801
Q12889	ENST00000369732
Q12891	ENST00000357750
Q12893	ENST00000266025
Q12894	ENST00000417626
Q12899	ENST00000327357
Q12901	ENST00000270014
Q12904	ENST00000358008
Q12905	ENST00000361891
Q12906	ENST00000250241
Q12907	ENST00000303127
Q12908	ENST00000245312
Q12912	ENST00000354454
Q12913	ENST00000418331
Q12918	ENST00000229402
Q12923	ENST00000316707
Q12926	ENST00000223951
Q12929	ENST00000281172
Q12931	ENST00000246957
Q12933	ENST00000247668
Q12934	ENST00000377868
Q12946	ENST00000262426
Q12947	ENST00000259806
Q12948	ENST00000380874
Q12950	ENST00000382500
Q12951	ENST00000306268
Q12952	ENST00000320241
Q12955	ENST00000280772
Q12959	ENST00000346964
Q12962	ENST00000299424
Q12965	ENST00000288235
Q12967	ENST00000372047
Q12968	ENST00000329524
Q12972	ENST00000236412
Q12974	ENST00000457805
Q12979	ENST00000291107
Q12980	ENST00000611875
Q12981	ENST00000231668
Q12982	ENST00000415213
Q12983	ENST00000368636
Q12986	ENST00000318524
Q12988	ENST00000302005
Q12996	ENST00000323959
Q12999	ENST00000257910
Q13002	ENST00000369138
Q13003	ENST00000373091
