#Table S3. Evolutionary rates based on five methods of heuristic counting and maximum-likelihood approaches
#Note: See online supplementary information for the details.
#1. NG: Nei, M. and Gojobori, T. (1986)
#2. LWL: Li, W.H., et al. (1985)
#3. LPB: Li, W.H. (1993) and Pamilo, P. and Bianchi, N.O. (1993)
#4. MLWL (Modified LWL): Tzeng, Y.H., et al. (2004)
#5. MLPB (Modified LPB): Tzeng, Y.H., et al. (2004)
#6. YN: Yang, Z. and Nielsen, R. (2000)
#7. MYN (Modified YN): Zhang, Z., et al. (2006)
gene	ecoli	salmonella	dN_NG	dS_NG	dNdS_NG	dN_LWL	dS_LWL	dNdS_LWL	dN_MLWL	dS_MLWL	dNdS_MLWL	dN_LPB	dS_LPB	dNdS_LPB	dN_MLPB	dS_MLPB	dNdS_MLPB	dN_YN	dS_YN	dNdS_YN	kappa_MYN	t_MYN	S_MYN	N_MYN	dNdS_MYN	dN_MYN	dS_MYN
moaE	b0785	STM0806	0.0559978	1.266	0.044232	0.0561771	1.17748	0.0477097	0.0571176	1.07267	0.0532482	0.0558924	0.985814	0.0566967	0.0551256	0.990909	0.0556314	0.0536327	1.56386	0.0342951	2.15985	1.0677	121.6	328.4	0.0468	0.0548	1.169
ybhL	b0786	STM0807	0.084075	2.38258	0.0352874	0.0889076	1.65292	0.0537881	0.0851331	1.5901	0.0535396	0.0897623	1.40643	0.0638228	0.0838186	1.46538	0.0571993	0.0675735	3.37522	0.0200205	1.77931	1.9704	182.1	519.9	0.0293	0.0684	2.3367
ybhM	b0787	STM0808	0.654123	1.06052	0.616792	0.668866	1.04955	0.637286	0.639002	1.16646	0.547815	0.692472	0.996689	0.694773	0.663392	1.07687	0.616036	0.720835	0.83364	0.864683	1.55805	2.5799	151.2	382.8	0.6827	0.7599	1.1131
ybhN	b0788	STM0811	0.0716174	1.297	0.0552178	0.0700622	1.197	0.0585315	0.073405	1.04503	0.0702422	0.0734787	1.02251	0.071861	0.0734787	1.02251	0.071861	0.0670284	1.64574	0.0407284	3.60319	1.6829	262.5	691.5	0.0355	0.0663	1.8642
clsB	b0789	STM0812	0.0788128	1.6104	0.04894	0.0820433	1.31362	0.0624558	0.0789801	1.26163	0.0626016	0.0831843	1.20783	0.0688709	0.0789542	1.22737	0.0643279	0.0754657	2.09213	0.0360713	1.50371	1.3447	322.3	916.7	0.0495	0.0748	1.5106
ybhP	b0790	STM0813	0.102133	1.29939	0.0786008	0.105219	1.17647	0.0894362	0.102743	1.14271	0.0899115	0.107741	1.05674	0.101956	0.103762	1.0786	0.0962003	0.0864693	1.55328	0.0556687	2.0997	1.6069	204.6	548.4	0.0488	0.085	1.7431
ybhQ	b0791	STM0814	0.082959	0.719327	0.115329	0.0810838	0.721328	0.112409	0.0846919	0.655658	0.129171	0.0851415	0.635873	0.133897	0.0857899	0.63299	0.135531	0.0931672	0.483397	0.192734	2.93882	0.8865	132.6	275.4	0.1264	0.0911	0.7202
ybhR	b0792	STM0815	0.0328522	0.98352	0.0334027	0.0348875	0.960208	0.0363333	0.034714	0.792176	0.0438211	0.0363857	0.777992	0.0467687	0.0339396	0.789663	0.0429799	0.028128	0.888067	0.0316733	3.83441	0.9113	309.1	794.9	0.0275	0.0279	1.0133
ybhS	b0793	STM0816	0.037987	0.793263	0.047887	0.0384798	0.774231	0.0497006	0.0376925	0.745388	0.0505677	0.0384552	0.72894	0.0527549	0.0372093	0.733509	0.0507278	0.0341758	1.28223	0.0266534	1.8317	0.8564	281.3	843.7	0.0334	0.0347	1.0376
ybhF	b0794	STM0817	0.0519068	1.19917	0.0432856	0.0531523	1.07137	0.0496115	0.0533575	0.959136	0.0556308	0.0532368	0.902954	0.0589585	0.051432	0.912633	0.0563556	0.0423943	1.28988	0.0328667	2.17989	1.0363	450.2	1277.8	0.0356	0.0428	1.2044
ybhG	b0795	STM0818	0.0763349	1.21946	0.0625973	0.0793222	1.09725	0.0722917	0.077102	1.03998	0.0741379	0.0824279	1.00602	0.0819349	0.0786357	1.0212	0.0770033	0.0687003	1.27418	0.0539172	2.11285	1.2048	266.3	726.7	0.0522	0.0685	1.3105
ybiH	b0796	STM0819	0.0902607	1.1469	0.0786994	0.093212	1.05353	0.0884762	0.0916926	0.961369	0.0953771	0.0937519	0.860321	0.108973	0.0891099	0.883369	0.100875	0.0827058	3.22646	0.0256336	1.86965	1.0464	167.9	501.1	0.0746	0.0848	1.137
rhlE	b0797	STM0820	0.035263	0.954267	0.0369529	0.0351666	0.933738	0.0376622	0.0370092	0.783624	0.0472283	0.0367751	0.773201	0.0475621	0.0363565	0.774763	0.0469259	0.034781	0.878835	0.0395762	3.45121	0.8445	378.4	926.6	0.0394	0.0349	0.8854
dinG	b0799	STM0821	0.0512856	1.26315	0.0406014	0.0528862	1.0884	0.0485909	0.0525013	0.959928	0.054693	0.0533668	0.935647	0.0570373	0.0507793	0.947347	0.0536016	0.0425946	2.79605	0.0152339	2.16368	1.0749	582.5	1556.5	0.0368	0.044	1.1979
ybiB	b0800	STM0822	0.101931	1.46863	0.0694052	0.103304	1.27041	0.0813151	0.106096	1.11082	0.0955112	0.110902	1.08953	0.101789	0.108592	1.10304	0.0984487	0.0984887	1.40482	0.0701076	4.19423	1.6522	281.6	678.4	0.0595	0.0977	1.6422
ybiJ	b0802	STM0823	0.118758	1.36659	0.0869012	0.116715	1.35161	0.0863525	0.117892	1.32485	0.0889853	0.12034	1.23377	0.0975391	0.120498	1.23172	0.0978294	0.127785	0.91413	0.139789	1.64762	1.7997	83.6	174.4	0.0815	0.129	1.5824
ybiI	b0803	STM0825	0.105262	1.27541	0.0825317	0.10872	1.30255	0.0834675	0.104251	1.28415	0.081183	0.109066	1.42218	0.0766892	0.104024	1.43885	0.0722966	0.101556	2.12521	0.0477862	0.84926	1.3468	61.2	202.8	0.064	0.1022	1.598
rlmF	b0807	STM0826	0.116547	1.34779	0.0864732	0.114713	1.24583	0.0920773	0.117651	1.14576	0.102683	0.115592	1.00739	0.114744	0.115483	1.00739	0.114636	0.103257	1.31317	0.0786318	1.91332	1.2281	238.6	685.4	0.0805	0.1036	1.2878
ybiO	b0808	STM0827	0.084709	1.4323	0.0591418	0.0893757	1.25139	0.071421	0.0865084	1.1553	0.0748797	0.0920099	1.06444	0.0864399	0.0861663	1.09571	0.0786398	0.0778474	2.92803	0.026587	2.66297	1.3883	616.6	1585.4	0.0545	0.079	1.4495
glnQ	b0809	STM0828	0.024322	0.986347	0.0246587	0.0240388	0.962692	0.0249704	0.0250352	0.835902	0.0299499	0.0247496	0.850075	0.0291146	0.024606	0.850557	0.0289293	0.0217097	0.938225	0.0231391	1.84382	0.8666	199.3	520.7	0.022	0.0217	0.9869
glnP	b0810	STM0829	0.0207678	0.951654	0.0218228	0.0202363	0.957095	0.0211434	0.020667	0.785649	0.0263057	0.0210828	0.783012	0.0269252	0.02013	0.78739	0.0255654	0.0199136	0.930318	0.0214051	4.44711	0.9066	201.4	455.6	0.0218	0.0205	0.9393
glnH	b0811	STM0830	0.0214014	0.813327	0.0263134	0.0211343	0.782467	0.0270099	0.0222999	0.661727	0.0336995	0.0219522	0.692489	0.0317005	0.0219522	0.692489	0.0317005	0.0176943	0.653913	0.0270591	1.65977	0.6345	187.1	556.9	0.0212	0.0168	0.7913
dps	b0812	STM0831	0.0211483	1.07406	0.0196901	0.0209652	1.16249	0.0180348	0.0216376	1.04806	0.0206453	0.0211504	1.04461	0.0202472	0.0211504	1.04461	0.0202472	0.021987	0.975889	0.0225302	1.30844	0.8587	123.8	377.2	0.0198	0.0216	1.0924
rhtA	b0813	STM0832	0.0698959	1.59643	0.0437828	0.0778336	1.39126	0.0559445	0.0690314	1.42565	0.0484208	0.0781564	1.30274	0.0599937	0.0695587	1.33949	0.0519292	0.0619288	1.38543	0.0447	1.65442	2.0907	288.8	596.2	0.0311	0.0624	2.0068
ompX	b0814	STM0833	0.0558608	0.604455	0.0924152	0.0550664	0.618915	0.0889725	0.0586006	0.513349	0.114153	0.0581463	0.503038	0.11559	0.0581463	0.503038	0.11559	0.0563914	0.569854	0.0989576	2.66427	0.5873	135.2	377.8	0.0967	0.0565	0.5848
opgE	b0815	STM0834	0.0986215	1.73362	0.0568876	0.101928	1.34105	0.0760058	0.0999103	1.24962	0.0799527	0.104357	1.17845	0.0885544	0.0997059	1.20128	0.083	0.0902836	1.41645	0.0637391	1.63326	1.3147	387.1	1178.9	0.0594	0.0892	1.5013
mntR	b0817	STM0835	0.0559561	1.56391	0.0357797	0.0603038	1.27295	0.0473733	0.0582213	1.10104	0.0528784	0.060781	1.0153	0.059865	0.0555198	1.0464	0.0530579	0.0458135	1.31557	0.034824	2.53342	1.4219	134.9	327.1	0.0302	0.0457	1.5119
ybiR	b0818	STM0836	0.121248	1.23039	0.0985442	0.121852	1.12914	0.107916	0.123045	1.05178	0.116987	0.126165	0.965599	0.13066	0.123505	0.974977	0.126675	0.111021	1.6605	0.0668602	2.53064	2.0729	328.4	781.6	0.0526	0.1092	2.0755
ldtB	b0819	STM0837	0.0453577	1.17243	0.038687	0.0446769	1.09758	0.0407048	0.0465268	0.972427	0.0478461	0.0466613	0.955353	0.0488419	0.0466613	0.955353	0.0488419	0.043844	1.23613	0.0354687	2.99754	1.0649	253.2	664.8	0.0375	0.044	1.1717
ybiT	b0820	STM0838	0.0190912	0.87134	0.0219101	0.0187172	0.817405	0.0228984	0.0201218	0.65475	0.030732	0.0192303	0.682317	0.0281839	0.0192303	0.682317	0.0281839	0.017487	1.03318	0.0169255	2.29597	0.6483	381.2	1184.8	0.0209	0.0174	0.8336
ybiU	b0821	STM0841	0.0930575	1.55158	0.0599761	0.0950748	1.31142	0.0724979	0.0931763	1.26675	0.0735556	0.0956574	1.13891	0.0839903	0.0921808	1.15951	0.0794997	0.0861337	1.4737	0.0584473	1.89366	1.3898	327.9	926.1	0.0572	0.0873	1.5251
ybiV	b0822	STM0842	0.069944	4.32507	0.0161718	0.0700263	1.80462	0.0388038	0.0742122	1.43437	0.0517384	0.0720416	1.33043	0.0541492	0.0708478	1.34271	0.0527649	0.0702312	1.4872	0.0472236	2.92874	1.6847	226.4	577.6	0.0399	0.0721	1.81
ybiW	b0823	STM0843	0.0237362	0.976951	0.0242962	0.0244296	0.919829	0.0265588	0.0248686	0.764964	0.0325094	0.0247633	0.761455	0.0325211	0.0237262	0.765915	0.0309775	0.0225908	1.24889	0.0180886	2.95542	0.7867	653	1777	0.0254	0.0232	0.9126
ybiY	b0824	STM0844	0.0681842	0.928832	0.0734086	0.0680919	0.888351	0.0766497	0.0699358	0.78807	0.0887432	0.0696512	0.751607	0.0926697	0.0685662	0.755072	0.0908074	0.0647146	1.06006	0.0610479	2.19646	0.8485	242.1	654.9	0.0753	0.0656	0.8707
moeB	b0826	STM0845	0.0726565	1.46524	0.0495866	0.0702092	1.31474	0.0534014	0.0740339	1.16428	0.0635877	0.0726889	1.11028	0.065469	0.073361	1.10357	0.0664761	0.0692531	3.36005	0.0206107	2.93145	1.3122	207	516	0.0526	0.0711	1.3506
moeA	b0827	STM0846	0.203303	0.297259	0.683925	0.201654	0.311708	0.646934	0.203376	0.302656	0.67197	0.211557	0.275565	0.767723	0.209655	0.280507	0.747414	0.222126	0.247098	0.898937	2.68046	0.7123	368.4	783.6	0.878	0.2273	0.2589
iaaA	b0828	STM0847	0.0715453	1.55781	0.0459267	0.0711553	1.36747	0.0520343	0.0714387	1.31119	0.0544838	0.0708718	1.19222	0.0594451	0.070065	1.19877	0.0584473	0.0652467	2.27886	0.0286313	1.72373	2.0568	255.6	626.4	0.0302	0.0664	2.203
gsiA	b0829	STM0848	0.105932	1.35644	0.0780959	0.109047	1.26071	0.0864963	0.106433	1.21399	0.0876723	0.110502	1.08977	0.101399	0.106077	1.11011	0.095555	0.0999186	1.86443	0.0535921	2.14194	1.5499	522.8	1301.2	0.0636	0.099	1.556
gsiB	b0830	STM0849	0.0722833	1.3659	0.0529199	0.0743382	1.19749	0.0620782	0.0742466	1.07195	0.069263	0.0763336	0.999682	0.0763579	0.0732559	1.02078	0.071765	0.0698262	2.78074	0.0251106	2.53167	1.1954	402.6	1133.4	0.0536	0.0708	1.321
gsiC	b0831	STM0850	0.0581757	1.25723	0.0462731	0.0633797	1.13157	0.0560105	0.058272	1.09383	0.0532734	0.0638385	1.01752	0.0627393	0.0578205	1.04312	0.0554305	0.0518367	1.30504	0.0397202	2.02168	1.3296	244.1	607.9	0.0363	0.0515	1.4191
gsiD	b0832	STM0851	0.0532747	1.46681	0.0363202	0.0541426	1.29697	0.0417456	0.054558	1.16284	0.0469179	0.0560789	1.12393	0.0498954	0.0543798	1.13228	0.0480269	0.0506155	1.2795	0.0395589	3.36376	1.6846	274.4	634.6	0.0287	0.0501	1.7443
rimO	b0835	STM0852	0.012511	1.05273	0.0118843	0.0122857	0.999915	0.0122867	0.013418	0.773712	0.0173424	0.0122884	0.783488	0.0156842	0.0122884	0.783488	0.0156842	0.0115759	1.09643	0.0105578	3.80219	0.7915	393.1	929.9	0.0141	0.0121	0.8593
bssR	b0836	STM0853	0.147445	2.85934	0.0515659	0.154284	1.5076	0.102338	0.157331	1.27451	0.123445	0.165868	1.19114	0.139252	0.158569	1.23272	0.128633	0.15071	1.2781	0.117917	3.71229	2.3745	113.2	267.8	0.0685	0.1572	2.2928
gstB	b0838	STM0862	0.120638	1.75543	0.0687224	0.121365	1.53049	0.0792984	0.121089	1.45652	0.0831358	0.121406	1.24062	0.0978585	0.118716	1.26263	0.0940226	0.108724	1.54048	0.0705777	1.74267	1.6239	163.2	460.8	0.0617	0.1088	1.7627
dacC	b0839	STM0863	0.0439605	1.53025	0.0287276	0.044856	1.29632	0.0346027	0.045453	1.1334	0.0401032	0.0463575	1.09903	0.0421805	0.0449942	1.10635	0.0406689	0.0410981	3.11742	0.0131833	2.52806	1.1281	317.2	882.8	0.0315	0.0412	1.3082
deoR	b0840	STM0864	0.101914	1.04477	0.0975476	0.10057	0.993272	0.101251	0.102048	0.945276	0.107956	0.0998015	0.952358	0.104794	0.0998015	0.952358	0.104794	0.091961	2.35378	0.0390696	1.17278	1.0335	183.9	572.1	0.0826	0.093	1.1265
ybjG	b0841	STM0865	0.146217	1.22535	0.119326	0.142391	1.18169	0.120497	0.144539	1.13186	0.127701	0.142734	1.08012	0.132146	0.142505	1.07783	0.132214	0.133835	1.94649	0.0687571	1.37406	1.5017	158.7	432.3	0.0907	0.1356	1.495
mdfA	b0842	STM0866	0.0648237	1.40048	0.0462869	0.0665958	1.23086	0.0541052	0.0656772	1.14853	0.0571839	0.0696715	1.12181	0.0621062	0.0667746	1.13889	0.0586313	0.0577196	1.62022	0.0356245	2.56787	1.5554	352.9	877.1	0.0336	0.0561	1.6677
ybjI	b0844	STM0867	0.108393	NA	NA	0.11082	2.0114	0.055096	0.110284	1.87666	0.0587662	0.111565	1.5686	0.071124	0.107271	1.64422	0.0652413	0.0996686	4.22358	0.0235981	1.52502	3.1536	200.1	585.9	0.0262	0.1006	3.8347
ybjJ	b0845	STM0868	0.0764897	1.56324	0.0489302	0.0814212	1.36927	0.0594634	0.0769232	1.35516	0.0567632	0.0813733	1.28383	0.0633832	0.0758985	1.32336	0.0573529	0.0669946	1.81437	0.0369244	1.40578	2.8355	351.6	797.4	0.023	0.0674	2.9361
ybjL	b0847	STM0870	0.0236082	1.39767	0.016891	0.0260419	1.18818	0.0219174	0.0246323	1.02364	0.0240636	0.0267975	1.02423	0.0261634	0.0242305	1.03623	0.0233833	0.0175247	1.26833	0.0138171	2.47155	1.2209	489.8	1193.2	0.0128	0.0173	1.3563
ybjM	b0848	STM0871	0.173483	NA	NA	0.174628	0.836863	0.20867	0.175166	0.81552	0.21479	0.180365	0.530846	0.33977	0.177071	0.55293	0.320241	0.1642	2.34898	0.0699026	2.04057	4.4898	118.7	253.3	0.0362	0.1575	4.3544
grxA	b0849	STM0872	0.116681	0.861707	0.135406	0.117973	0.862236	0.136822	0.119021	0.773653	0.153842	0.120922	0.68576	0.176333	0.117972	0.697473	0.169142	0.112122	1.18092	0.0949448	2.18729	1.0195	61.3	187.7	0.1163	0.1184	1.0184
ybjC	b0850	STM0873	0.270643	1.25906	0.214957	0.270602	1.32669	0.203968	0.270781	1.29645	0.208863	0.272695	1.08491	0.251354	0.267798	1.11702	0.239743	0.268482	1.28878	0.208322	1.53478	2.0453	84.6	194.4	0.1631	0.2668	1.636
nfsA	b0851	STM0874	0.0898402	1.26642	0.0709401	0.0885149	1.16293	0.0761136	0.0896905	1.09046	0.0822503	0.0896848	1.02713	0.0873155	0.0890498	1.02966	0.0864843	0.077801	4.12328	0.0188687	1.69092	1.1294	184.3	535.7	0.0627	0.078	1.2442
rimK	b0852	STM0875	0.0651277	1.57552	0.0413371	0.0720668	1.3711	0.0525614	0.064532	1.3592	0.0474781	0.0741812	1.30871	0.0566827	0.0658718	1.34426	0.0490022	0.0522995	2.41819	0.0216276	2.11923	1.6744	247.7	652.3	0.0276	0.0521	1.8905
ybjN	b0853	STM0876	0.090336	1.31436	0.0687301	0.0908373	1.13244	0.0802137	0.0920517	1.03029	0.0893455	0.0938424	1.00038	0.0938072	0.0923387	1.00776	0.0916281	0.090534	1.08582	0.0833787	2.15998	1.348	131.8	342.2	0.0642	0.089	1.3852
potF	b0854	STM0877	0.0307128	1.11634	0.027512	0.0309619	0.991623	0.0312235	0.0312204	0.907487	0.0344031	0.0321143	0.943004	0.0340553	0.0315369	0.945497	0.0333548	0.0290095	1.01882	0.0284736	1.47891	0.8465	274.9	835.1	0.0271	0.0285	1.0527
potG	b0855	STM0878	0.0394269	1.31338	0.0300194	0.0404488	1.1305	0.0357795	0.0409733	0.976785	0.0419471	0.0418691	0.960871	0.0435741	0.0403388	0.969583	0.0416042	0.0368821	3.82482	0.00964284	2.96498	1.1288	314.4	816.6	0.0304	0.0382	1.2542
potH	b0856	STM0879	0.221159	0.0940786	2.35079	0.225656	0.102677	2.19772	0.240534	0.0847071	2.83959	0.248581	0.0748027	3.32316	0.248581	0.0748027	3.32316	0.254878	0.0715263	3.56342	5.77613	0.616	280.3	571.7	3.847	0.2714	0.0705
potI	b0857	STM0880	0.0328589	1.01725	0.0323018	0.0375346	1.01269	0.0370642	0.0337191	0.948897	0.035535	0.0383648	0.876271	0.0437819	0.0335051	0.913577	0.0366746	0.0286023	1.31148	0.0218092	3.51629	1.1451	241.3	601.7	0.0231	0.0291	1.2609
ybjO	b0858	STM0881	0.134395	1.10412	0.121721	0.13176	1.11529	0.11814	0.131905	1.09425	0.120544	0.133486	0.968271	0.13786	0.132424	0.972739	0.136135	0.127735	1.73685	0.0735443	1.77779	1.4892	132.3	338.7	0.0923	0.132	1.4297
rlmC	b0859	STM0882	0.0874133	1.43658	0.0608483	0.0874826	1.40004	0.0624856	0.0890474	1.27677	0.0697444	0.0896665	1.15709	0.0774929	0.0882712	1.17193	0.0753213	0.0806846	1.24867	0.0646166	2.71485	1.3996	324.3	797.7	0.0583	0.0824	1.4115
artJ	b0860	STM0887	0.0488252	1.91775	0.0254596	0.0475505	1.47688	0.0321965	0.0497534	1.30705	0.0380653	0.0485563	1.32444	0.0366617	0.0488407	1.32239	0.0369337	0.0472749	1.70487	0.0277294	1.64854	1.2595	185.6	543.4	0.0323	0.0487	1.5064
artM	b0861	STM0888	0.0355532	1.10515	0.0321704	0.0354259	1.053	0.0336428	0.0380762	0.843864	0.0451213	0.0378352	0.837112	0.0451973	0.0371894	0.839166	0.0443171	0.0340476	0.864299	0.0393934	4.97189	1.2455	195.4	470.6	0.0247	0.033	1.3354
artQ	b0862	STM0889	0.0380903	1.00942	0.037735	0.0394265	0.928464	0.0424642	0.0387111	0.855861	0.0452305	0.0421725	0.877736	0.0480469	0.0403743	0.88505	0.0456181	0.0364523	1.01459	0.0359281	2.78529	1.0611	199.2	514.8	0.0315	0.0369	1.1724
artI	b0863	STM0890	0.0245314	0.784055	0.0312878	0.024145	0.768664	0.0314117	0.0254091	0.653113	0.0389046	0.0227978	0.633572	0.035983	0.0227978	0.633572	0.035983	0.0229414	1.58702	0.0144557	1.77981	0.5947	175.4	553.6	0.0325	0.0243	0.7471
artP	b0864	STM0891	0.0288336	0.782706	0.0368384	0.0284034	0.762555	0.0372476	0.0301617	0.639256	0.0471825	0.0287355	0.635991	0.0451822	0.0287355	0.635991	0.0451822	0.0271924	0.841897	0.032299	2.80874	0.6671	204.9	521.1	0.0391	0.028	0.7167
ybjP	b0865	STM0892	0.378052	0.234964	1.60898	0.401912	0.244135	1.64627	0.418319	0.218756	1.91226	0.432449	0.20577	2.10161	0.43186	0.206424	2.0921	0.416182	0.209778	1.98392	4.26822	1.1428	142.5	313.5	2.199	0.4592	0.2088
ybjQ	b0866	STM0930	0.0384031	1.07355	0.0357721	0.0386864	1.00515	0.0384883	0.0386831	0.928811	0.041648	0.0385541	0.896776	0.0429918	0.0375644	0.900938	0.0416948	0.0310447	1.32926	0.0233549	1.65071	1.022	94.1	226.9	0.0295	0.032	1.0853
amiD	b0867	STM0931	0.122415	1.16446	0.105126	0.120467	1.15473	0.104325	0.124763	1.0239	0.121851	0.126036	0.952292	0.13235	0.125326	0.954805	0.131259	0.119299	1.11319	0.107169	3.23251	1.364	237.7	590.3	0.0944	0.1211	1.2831
ybjS	b0868	STM0932	0.0426957	1.51171	0.0282432	0.0431231	1.30694	0.0329955	0.0450265	1.08132	0.0416405	0.0439219	1.03387	0.0424829	0.0430485	1.03947	0.0414138	0.0363459	1.29402	0.0280877	3.20256	1.1962	273.1	737.9	0.0268	0.0368	1.3768
ybjT	b0869	STM0933	0.106553	1.41484	0.0753108	0.106332	1.25929	0.0844383	0.108709	1.13542	0.0957432	0.110724	1.06697	0.103774	0.109205	1.07454	0.10163	0.0971709	1.67793	0.0579111	2.8284	1.425	414.8	1013.2	0.0702	0.0979	1.396
ltaE	b0870	STM0934	0.0689473	1.08437	0.0635828	0.0703196	1.06565	0.0659878	0.0706133	0.979625	0.0720819	0.0711925	0.896746	0.0793899	0.0690453	0.907316	0.0760984	0.0647263	1.36638	0.0473708	2.72509	1.1588	280.4	718.6	0.0546	0.0659	1.2074
poxB	b0871	STM0935	0.0351449	1.6616	0.0211512	0.0347284	1.40701	0.0246824	0.036521	1.18443	0.0308343	0.0359981	1.15606	0.0311387	0.0356988	1.15745	0.0308426	0.0309972	2.83979	0.0109153	3.98215	1.4657	492.7	1223.3	0.0194	0.0316	1.6232
hcr	b0872	STM0936	0.0601277	1.20191	0.0500269	0.0610953	1.11881	0.0546074	0.0611887	1.02875	0.0594789	0.061462	0.953723	0.0644442	0.05978	0.962057	0.0621377	0.0562631	1.60812	0.034987	2.31112	1.0298	263.7	702.3	0.0523	0.0577	1.1039
hcp	b0873	STM0937	0.0221568	0.780762	0.0283785	0.0217739	0.762036	0.0285733	0.0231395	0.637914	0.0362738	0.0220592	0.638657	0.0345401	0.0220592	0.638657	0.0345401	0.0204177	1.06107	0.0192426	2.7161	0.6262	432.9	1217.1	0.0288	0.0212	0.736
ybjE	b0874	STM0938	0.0659237	1.37882	0.0478118	0.0687454	1.23358	0.0557282	0.0654803	1.23648	0.052957	0.0679039	1.16871	0.0581014	0.064606	1.18256	0.0546323	0.058114	1.46111	0.0397738	1.29966	1.6503	266.5	630.5	0.0334	0.0573	1.7159
ybjD	b0876	STM0939	0.0656634	1.38302	0.0474783	0.0692031	1.19148	0.0580815	0.0659609	1.12585	0.0585875	0.0700941	1.07441	0.0652393	0.0655058	1.09272	0.0599473	0.0563866	1.73827	0.0324384	1.7664	1.2856	471	1185	0.0412	0.0562	1.3653
ybjX	b0877	STM0940	0.366414	1.69766	0.215835	0.364119	1.67844	0.216939	0.363869	1.64326	0.221432	0.3686	1.27737	0.288563	0.361508	1.3227	0.27331	0.360314	1.48294	0.242972	1.67423	2.0207	243.2	665.8	0.2356	0.3606	1.5305
macA	b0878	STM0941	0.106616	1.67682	0.0635826	0.113394	1.39075	0.0815347	0.10518	1.42736	0.0736885	0.114964	1.32414	0.0868217	0.106738	1.36758	0.0780487	0.0941492	1.68155	0.0559896	1.92083	2.1998	286	803	0.0366	0.0927	2.5315
macB	b0879	STM0942	0.100703	1.88866	0.0533198	0.103161	1.50107	0.0687246	0.10325	1.3648	0.0756518	0.1075	1.25994	0.0853216	0.103656	1.28767	0.080499	0.0979609	1.36222	0.071913	3.14408	1.8249	550.3	1372.7	0.0528	0.0992	1.8779
cspD	b0880	STM0943	0.0243448	0.35956	0.0677072	0.0240634	0.378566	0.0635648	0.026499	0.28258	0.0937751	0.0267853	0.297387	0.0900689	0.0267853	0.297387	0.0900689	0.0268309	0.27488	0.0976096	4.54558	0.322	64.9	151.1	0.0927	0.0272	0.2937
clpS	b0881	STM0944	0.0162499	0.465817	0.0348847	0.0161776	0.466377	0.0346879	0.0177357	0.348676	0.0508657	0.0172233	0.375978	0.0458094	0.0172233	0.375978	0.0458094	0.0173492	0.381017	0.045534	2.62696	0.3565	91.2	226.8	0.0479	0.0178	0.3704
clpA	b0882	STM0945	0.0169401	1.0641	0.0159196	0.016626	0.973904	0.0170715	0.0178838	0.788345	0.0226853	0.017564	0.813753	0.0215839	0.017564	0.813753	0.0215839	0.0145746	0.940907	0.01549	3.27087	0.8697	634.9	1639.1	0.0144	0.0145	1.0011
infA	b0884	STM0953	NA	0.131055	0	NA	0.139536	0	NA	0.156895	0	NA	0.0898385	0	NA	0.0898385	0	NA	0.128399	0	999	0.094	68.9	147.1	0.001	1.00E-04	0.098
aat	b0885	STM0955	0.121886	2.19046	0.0556442	0.124228	1.63758	0.0758609	0.121446	1.6183	0.0750454	0.125875	1.44142	0.0873267	0.121954	1.46665	0.0831513	0.113878	1.83333	0.0621154	1.58174	1.8209	192.7	509.3	0.0601	0.1146	1.9078
cydC	b0886	STM0956	0.0929574	1.76212	0.052753	0.0944258	1.47237	0.0641319	0.0919997	1.46783	0.0626775	0.0946761	1.33404	0.0709693	0.0917446	1.35287	0.0678148	0.083161	1.45404	0.057193	1.7479	1.6464	515.4	1203.6	0.0518	0.0846	1.6331
cydD	b0887	STM0957	0.0635861	2.23699	0.0284249	0.0638069	1.60467	0.0397633	0.0644101	1.49716	0.0430215	0.0655969	1.43663	0.0456601	0.0646167	1.44306	0.0447777	0.0567986	2.97232	0.0191092	2.41064	1.7314	537.2	1154.8	0.0343	0.0581	1.693
trxB	b0888	STM0958	0.0175158	1.16032	0.0150957	0.0186336	1.0505	0.0177378	0.0180908	0.915913	0.0197517	0.0186857	0.906825	0.0206056	0.0173654	0.913543	0.0190089	0.0169709	1.8285	0.00928131	2.59189	0.9346	263.3	696.7	0.0161	0.0176	1.0892
lrp	b0889	STM0959	0.00542831	0.773806	0.00701508	0.00669919	0.741467	0.00903505	0.00586402	0.582085	0.0100742	0.00731548	0.610582	0.0119812	0.00607063	0.614703	0.00987572	0.00289796	0.675504	0.00429007	3.22434	0.6101	141.1	350.9	0.0041	0.0029	0.7019
ftsK	b0890	STM0960	0.200636	0.308358	0.650659	0.196336	0.339628	0.57809	0.200132	0.31965	0.626096	0.208594	0.300247	0.694743	0.206823	0.305178	0.677712	0.223107	0.246473	0.9052	3.09101	0.7272	1138.2	2338.8	0.8615	0.2303	0.2673
lolA	b0891	STM0961	0.0316714	1.37745	0.0229928	0.0312974	1.12269	0.0278771	0.0330677	0.935267	0.0353565	0.0318762	0.960709	0.0331798	0.0318762	0.960709	0.0331798	0.0310616	1.23077	0.0252375	2.06447	0.8455	152.4	447.6	0.032	0.0325	1.0146
rarA	b0892	STM0962	0.0195751	1.62956	0.0120125	0.0207679	1.37381	0.015117	0.0200823	1.21793	0.0164889	0.0210399	1.21058	0.0173801	0.0196273	1.21706	0.0161268	0.0156276	2.44098	0.00640219	2.36359	1.2916	374.8	966.2	0.0106	0.0159	1.4993
